Record,Section,Field,Value
11,Kb Header,Documents Ingested 3,tuber10.pdf
11,Kb Header,Documents Ingested 4,tuber11.pdf
11,Kb Header,Audience 1,Patients
11,Kb Header,Audience 2,Clinicians
11,Kb Header,Audience 3,Public Health
11,Kb Header,Chatbot Ready,True
11,Kb Header,Version,4.0
11,Tb Basics,Definition,"Tuberculosis is a chronic infectious disease caused by Mycobacterium tuberculosis complex, primarily transmitted via airborne droplets."
11,Tb Basics,Causative Agents 1,Mycobacterium tuberculosis
11,Tb Basics,Causative Agents 2,Mycobacterium bovis
11,Tb Basics,Causative Agents 3,Mycobacterium africanum
11,Tb Basics > Transmission,Mode,Airborne
11,Tb Basics > Transmission,Infectious Sources 1,Pulmonary TB
11,Tb Basics > Transmission,Infectious Sources 2,Laryngeal TB
11,Tb Basics > Transmission,Non Infectious 1,Extrapulmonary TB without lung involvement
11,Tb Classification > By Site,Pulmonary Tb,Involves lungs or airways
11,Tb Classification > By Site,Extrapulmonary Tb 1,Pleural
11,Tb Classification > By Site,Extrapulmonary Tb 2,Lymph node
11,Tb Classification > By Site,Extrapulmonary Tb 3,Bone and joint
11,Tb Classification > By Site,Extrapulmonary Tb 4,Spinal
11,Tb Classification > By Site,Extrapulmonary Tb 5,Central nervous system
11,Tb Classification > By Site,Extrapulmonary Tb 6,Genitourinary
11,Tb Classification > By Site,Extrapulmonary Tb 7,Abdominal
11,Tb Classification > By Site,Extrapulmonary Tb 8,Cutaneous
11,Tb Classification > By Site,Disseminated Tb,Involvement of two or more non-contiguous organ systems
11,Tb Classification,By Confirmation 1,Microbiologically confirmed TB
11,Tb Classification,By Confirmation 2,Clinically diagnosed TB
11,Symptom Engine,Constitutional 1,Fever
11,Symptom Engine,Constitutional 2,Night sweats
11,Symptom Engine,Constitutional 3,Weight loss
11,Symptom Engine,Constitutional 4,Fatigue
11,Symptom Engine,Constitutional 5,Loss of appetite
11,Symptom Engine,Respiratory 1,Cough > 3 weeks
11,Symptom Engine,Respiratory 2,Hemoptysis
11,Symptom Engine,Respiratory 3,Chest pain
11,Symptom Engine,Respiratory 4,Breathlessness
11,Symptom Engine > Site Specific,Cns Tb 1,Headache
11,Symptom Engine > Site Specific,Cns Tb 2,Vomiting
11,Symptom Engine > Site Specific,Cns Tb 3,Seizures
11,Symptom Engine > Site Specific,Cns Tb 4,Confusion
11,Symptom Engine > Site Specific,Spinal Tb 1,Persistent back pain
11,Symptom Engine > Site Specific,Spinal Tb 2,Limb weakness
11,Symptom Engine > Site Specific,Spinal Tb 3,Spinal deformity
11,Symptom Engine > Site Specific,Genitourinary Tb 1,Blood in urine
11,Symptom Engine > Site Specific,Genitourinary Tb 2,Flank pain
11,Symptom Engine > Site Specific,Genitourinary Tb 3,Infertility
11,Risk Assessment,Individual Risk Factors 1,HIV infection
11,Risk Assessment,Individual Risk Factors 2,Immunosuppressive therapy
11,Risk Assessment,Individual Risk Factors 3,Diabetes mellitus
11,Risk Assessment,Individual Risk Factors 4,Malnutrition
11,Risk Assessment,Individual Risk Factors 5,Smoking
11,Risk Assessment,Individual Risk Factors 6,Alcohol misuse
11,Risk Assessment,Individual Risk Factors 7,Chronic kidney disease
11,Risk Assessment,Population Risk Groups 1,Migrants from high TB incidence countries
11,Risk Assessment,Population Risk Groups 2,Homeless individuals
11,Risk Assessment,Population Risk Groups 3,Prison population
11,Risk Assessment,Population Risk Groups 4,Healthcare workers
11,Risk Assessment,Population Risk Groups 5,Close contacts of TB patients
11,Diagnostic Logic,Core Rules 1,Always attempt microbiological confirmation
11,Diagnostic Logic,Core Rules 2,Do not delay treatment in life-threatening TB
11,Diagnostic Logic,Core Rules 3,Negative tests do not exclude TB
11,Diagnostic Logic,Initial Workup 1,Symptom assessment
11,Diagnostic Logic,Initial Workup 2,Risk assessment
11,Diagnostic Logic,Initial Workup 3,Chest X-ray
11,Diagnostic Logic,Initial Workup 4,Sample collection
11,Diagnostic Logic > Microbiology,Tests 1,GeneXpert MTB/RIF Ultra
11,Diagnostic Logic > Microbiology,Tests 2,AFB smear microscopy
11,Diagnostic Logic > Microbiology,Tests 3,Mycobacterial culture
11,Diagnostic Logic > Microbiology,Gold Standard,Culture
11,Diagnostic Logic > Microbiology,Important Notes 1,Do not use formalin for TB samples
11,Diagnostic Logic > Microbiology,Important Notes 2,GeneXpert sensitivity is lower in extrapulmonary TB
11,Diagnostic Logic > Pulmonary Tb Pathway,Steps 1,Chest X-ray
11,Diagnostic Logic > Pulmonary Tb Pathway,Steps 2,Collect 3 sputum samples
11,Diagnostic Logic > Pulmonary Tb Pathway,Steps 3,GeneXpert + culture
11,Diagnostic Logic > Pulmonary Tb Pathway,Steps 4,CT chest if inconclusive
11,Diagnostic Logic > Extrapulmonary Tb Pathway,General 1,Always evaluate lungs
11,Diagnostic Logic > Extrapulmonary Tb Pathway,General 2,Use imaging to guide biopsy
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Pleural Tb 1,Pleural fluid analysis
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Pleural Tb 2,ADA testing
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Pleural Tb 3,Pleural biopsy if needed
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Lymph Node Tb 1,Ultrasound or CT
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Lymph Node Tb 2,Fine needle aspiration or biopsy
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Cns Tb 1,MRI brain
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Cns Tb 2,CSF analysis
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Cns Tb 3,Start empirical treatment if high suspicion
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Bone Joint Tb 1,MRI preferred
11,Diagnostic Logic > Extrapulmonary Tb Pathway > Site Specific,Bone Joint Tb 2,Biopsy for confirmation
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Duration,2 months
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Drugs 1,Rifampicin
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Drugs 2,Isoniazid
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Drugs 3,Pyrazinamide
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Drugs 4,Ethambutol
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Mandatory Support 1,Pyridoxine supplementation
11,Treatment Engine > Standard Tb Regimen > Intensive Phase,Mandatory Support 2,Adherence counseling
11,Treatment Engine > Standard Tb Regimen > Continuation Phase,Duration,4 months
11,Treatment Engine > Standard Tb Regimen > Continuation Phase,Drugs 1,Rifampicin
11,Treatment Engine > Standard Tb Regimen > Continuation Phase,Drugs 2,Isoniazid
11,Treatment Engine > Extended Treatment Indications,Cns Tb,12 months
11,Treatment Engine > Extended Treatment Indications,Spinal Or Bone Tb,9–12 months
11,Treatment Engine > Extended Treatment Indications,Cavitary Pulmonary Tb,9 months
11,Monitoring And Safety,Baseline Tests 1,Liver function tests
11,Monitoring And Safety,Baseline Tests 2,Renal function tests
11,Monitoring And Safety,Baseline Tests 3,Visual acuity (Ethambutol)
11,Monitoring And Safety,Baseline Tests 4,HIV test
11,Monitoring And Safety > Hepatotoxicity Management,Stop Drugs If,ALT > 5x upper limit of normal
11,Monitoring And Safety > Hepatotoxicity Management,Rechallenge,Sequential reintroduction after recovery
11,Special Populations > Pregnancy,Rules 1,Do not delay TB treatment
11,Special Populations > Pregnancy,Rules 2,Avoid streptomycin
11,Special Populations > Pregnancy,Rules 3,Give pyridoxine
11,Special Populations > Breastfeeding,Rules 1,Allowed if mother is non-infectious
11,Special Populations > Breastfeeding,Rules 2,Infant pyridoxine supplementation
11,Special Populations > Hiv Coinfection,Rules 1,Start ART early
11,Special Populations > Hiv Coinfection,Rules 2,Delay ART 4–8 weeks in CNS TB
11,Special Populations > Hiv Coinfection,Rules 3,Monitor for IRIS
11,Special Populations > Renal Failure,Rules 1,Dose adjustment required
11,Special Populations > Renal Failure,Rules 2,Post-dialysis dosing
11,Adherence Support,Methods 1,Directly Observed Therapy (DOT)
11,Adherence Support,Methods 2,Video Observed Therapy (VOT)
11,Adherence Support,Priority Groups 1,Drug-resistant TB
11,Adherence Support,Priority Groups 2,Poor adherence risk
11,Adherence Support,Priority Groups 3,Socially vulnerable patients
11,Public Health Module,Notification,All TB cases must be legally notified
11,Public Health Module,Contact Tracing 1,Household contacts
11,Public Health Module,Contact Tracing 2,Close contacts
11,Public Health Module,Contact Tracing 3,Workplace and healthcare exposure
11,Public Health Module,Infection Control 1,Respiratory isolation
11,Public Health Module,Infection Control 2,Mask usage
11,Public Health Module,Infection Control 3,Adequate ventilation
11,Chatbot Intents,Patient Intents 1,Do I have TB?
11,Chatbot Intents,Patient Intents 2,What are TB symptoms?
11,Chatbot Intents,Patient Intents 3,Is TB contagious?
11,Chatbot Intents,Patient Intents 4,How long is TB treatment?
11,Chatbot Intents,Patient Intents 5,Can TB be cured?
11,Chatbot Intents,Clinical Intents 1,TB diagnosis workflow
11,Chatbot Intents,Clinical Intents 2,TB treatment regimen
11,Chatbot Intents,Clinical Intents 3,TB in pregnancy
11,Chatbot Intents,Clinical Intents 4,TB with HIV
11,Chatbot Intents,Clinical Intents 5,TB drug side effects
11,Chatbot Intents,Public Health Intents 1,TB notification rules
11,Chatbot Intents,Public Health Intents 2,Contact tracing process
11,Chatbot Intents,Public Health Intents 3,Isolation duration
11,Response Capabilities,Triage,True
11,Response Capabilities,Follow Up Questions,True
11,Response Capabilities,Risk Flagging,True
11,Response Capabilities,Patient Friendly Language,True
11,Response Capabilities,Clinical Depth,True
12,Kb Metadata,Source Document,Preventive Medicine and Health Care – Chapter 7: Tuberculosis
12,Kb Metadata,Ebook Isbn,978-93-7020-716-5
12,Kb Metadata,Topic,Tuberculosis
12,Kb Metadata,Chatbot Version,TB-KB-v5.0
12,Kb Metadata,Intended Use 1,Medical chatbot
12,Kb Metadata,Intended Use 2,Public health assistant
12,Kb Metadata,Intended Use 3,Student learning bot
12,Kb Metadata,Intended Use 4,Clinical decision support
12,Tb Overview,Definition,"Tuberculosis (TB) is a chronic infectious disease caused by Mycobacterium tuberculosis, primarily affecting the lungs but capable of spreading to other organs."
12,Tb Overview,Causative Agent,Mycobacterium tuberculosis
12,Tb Overview,Transmission,"Airborne droplet infection during coughing, sneezing, or speaking"
12,Tb Overview,Primary Forms 1,Pulmonary TB (PTB)
12,Tb Overview,Primary Forms 2,Extrapulmonary TB (EPTB)
12,Historical Context,Ancient History 1,Evidence found in Egyptian mummies (2400 BCE)
12,Historical Context,Ancient History 2,Known as 'phthisis' by Hippocrates
12,Historical Context,Ancient History 3,Referred to as 'Yakshma' in Atharvaveda
12,Historical Context > Scientific Milestone,Discovery,Mycobacterium tuberculosis discovered by Robert Koch
12,Historical Context > Scientific Milestone,Year,1882
12,Historical Context > Scientific Milestone,Award,Nobel Prize in Physiology or Medicine
12,Global Epidemiology,Global Status,Declared a global emergency by WHO in 1993
12,Global Epidemiology,Latent Infection,Approximately 25% of global population infected
12,Global Epidemiology,Active Tb Risk,5–15% lifetime risk among infected individuals
12,Global Epidemiology > Global Cases 2022,Total,10.6 million
12,Global Epidemiology > Global Cases 2022,Men,5.8 million
12,Global Epidemiology > Global Cases 2022,Women,3.5 million
12,Global Epidemiology > Global Cases 2022,Children,1.3 million
12,Global Epidemiology,Major Risk Contributors 1,Malnutrition
12,Global Epidemiology,Major Risk Contributors 2,HIV infection
12,Global Epidemiology,Major Risk Contributors 3,Alcohol consumption
12,Global Epidemiology,Major Risk Contributors 4,Smoking
12,Global Epidemiology,Major Risk Contributors 5,Diabetes
12,India Specific Data,Global Share,India contributes ~25% of global TB cases
12,India Specific Data,India Cases 2022,2.5 million
12,India Specific Data,India Deaths 2022,0.5 million
12,India Specific Data,Burden Factors 1,Overcrowding
12,India Specific Data,Burden Factors 2,Poverty
12,India Specific Data,Burden Factors 3,Malnutrition
12,India Specific Data,Burden Factors 4,HIV co-infection
12,Pathophysiology,Infection Process 1,Inhalation of airborne Mtb
12,Pathophysiology,Infection Process 2,Uptake by alveolar macrophages
12,Pathophysiology,Infection Process 3,Intracellular survival of bacteria
12,Pathophysiology,Infection Process 4,Granuloma formation
12,Pathophysiology,Latent Tb,Bacteria contained within granulomas without symptoms
12,Pathophysiology,Reactivation Triggers 1,Immunosuppression
12,Pathophysiology,Reactivation Triggers 2,HIV infection
12,Pathophysiology,Reactivation Triggers 3,Steroid therapy
12,Pathophysiology,Reactivation Triggers 4,Chronic illness
12,Clinical Classification,Pulmonary Tb Types 1,Primary TB (Ghon complex)
12,Clinical Classification,Pulmonary Tb Types 2,Laryngeal TB
12,Clinical Classification,Pulmonary Tb Types 3,Cavitary TB
12,Clinical Classification,Pulmonary Tb Types 4,Miliary TB
12,Clinical Classification,Pulmonary Tb Types 5,Tuberculous pleurisy
12,Clinical Classification,Extrapulmonary Tb Types 1,Lymph node TB
12,Clinical Classification,Extrapulmonary Tb Types 2,Peritoneal TB
12,Clinical Classification,Extrapulmonary Tb Types 3,Pericardial TB
12,Clinical Classification,Extrapulmonary Tb Types 4,Bone and spinal TB
12,Clinical Classification,Extrapulmonary Tb Types 5,Renal and genitourinary TB
12,Clinical Classification,Extrapulmonary Tb Types 6,Adrenal TB
12,Clinical Classification,Extrapulmonary Tb Types 7,TB meningitis
12,Symptom Engine,General Symptoms 1,Chronic fever
12,Symptom Engine,General Symptoms 2,Night sweats
12,Symptom Engine,General Symptoms 3,Weight loss
12,Symptom Engine,General Symptoms 4,Fatigue
12,Symptom Engine,General Symptoms 5,Loss of appetite
12,Symptom Engine,Pulmonary Symptoms 1,Persistent cough
12,Symptom Engine,Pulmonary Symptoms 2,Hemoptysis
12,Symptom Engine,Pulmonary Symptoms 3,Chest pain
12,Symptom Engine,Pulmonary Symptoms 4,Shortness of breath
12,Symptom Engine > Extrapulmonary Symptoms,Spinal Tb 1,Back pain
12,Symptom Engine > Extrapulmonary Symptoms,Spinal Tb 2,Vertebral collapse
12,Symptom Engine > Extrapulmonary Symptoms,Renal Tb 1,Sterile pyuria
12,Symptom Engine > Extrapulmonary Symptoms,Renal Tb 2,Infertility
12,Symptom Engine > Extrapulmonary Symptoms,Tb Meningitis 1,Headache
12,Symptom Engine > Extrapulmonary Symptoms,Tb Meningitis 2,Vomiting
12,Symptom Engine > Extrapulmonary Symptoms,Tb Meningitis 3,Neurological deficits
12,Diagnostic Tools > Immunological Tests > Tst Mantoux,Purpose,Detect TB exposure
12,Diagnostic Tools > Immunological Tests > Tst Mantoux,Limitation,Cannot differentiate latent vs active TB
12,Diagnostic Tools > Immunological Tests > Igra,Examples 1,QuantiFERON-TB Gold
12,Diagnostic Tools > Immunological Tests > Igra,Use,Latent TB detection
12,Diagnostic Tools,Radiological Tests 1,Chest X-ray
12,Diagnostic Tools,Radiological Tests 2,CT scan
12,Diagnostic Tools,Radiological Tests 3,MRI (for CNS and spinal TB)
12,Diagnostic Tools > Microbiological Tests > Smear Microscopy,Method,Ziehl-Neelsen staining
12,Diagnostic Tools > Microbiological Tests > Smear Microscopy,Advantages,"Rapid, low-cost"
12,Diagnostic Tools > Microbiological Tests > Smear Microscopy,Limitations,Low sensitivity
12,Diagnostic Tools > Microbiological Tests > Culture,Medium,Lowenstein-Jensen
12,Diagnostic Tools > Microbiological Tests > Culture,Time,Up to 6 weeks
12,Diagnostic Tools > Microbiological Tests > Culture,Status,Gold standard
12,Diagnostic Tools > Molecular Diagnostics > Cbnaat Xpert,Detects 1,Mtb
12,Diagnostic Tools > Molecular Diagnostics > Cbnaat Xpert,Detects 2,Rifampicin resistance
12,Diagnostic Tools > Molecular Diagnostics > Cbnaat Xpert,Time,≈2 hours
12,Diagnostic Tools > Molecular Diagnostics > Lpa,Detects 1,INH resistance
12,Diagnostic Tools > Molecular Diagnostics > Lpa,Detects 2,RIF resistance
12,Diagnostic Tools > Molecular Diagnostics > Lpa,Requirement,AFB-positive sputum
12,Diagnostic Tools > Molecular Diagnostics > Wgs,Accuracy,≈96%
12,Diagnostic Tools > Molecular Diagnostics > Wgs,Use,Comprehensive drug resistance profiling
12,Diagnostic Tools > Ai Based Tools > Cad4Tb,Sensitivity,90–100%
12,Diagnostic Tools > Ai Based Tools > Cad4Tb,Specificity,23–45%
12,Diagnostic Tools > Ai Based Tools > Cad4Tb,Use,Automated chest X-ray analysis
12,Treatment Protocols > First Line Drugs,Isoniazid,Inhibits mycolic acid synthesis
12,Treatment Protocols > First Line Drugs,Rifampicin,Inhibits RNA polymerase
12,Treatment Protocols > First Line Drugs,Pyrazinamide,Disrupts bacterial energy metabolism
12,Treatment Protocols > First Line Drugs,Ethambutol,Inhibits cell wall synthesis
12,Treatment Protocols > Standard Regimen > Intensive Phase,Duration,2 months
12,Treatment Protocols > Standard Regimen > Intensive Phase,Drugs 1,INH
12,Treatment Protocols > Standard Regimen > Intensive Phase,Drugs 2,RIF
12,Treatment Protocols > Standard Regimen > Intensive Phase,Drugs 3,PZA
12,Treatment Protocols > Standard Regimen > Intensive Phase,Drugs 4,EMB
12,Treatment Protocols > Standard Regimen > Continuation Phase,Duration,4 months
12,Treatment Protocols > Standard Regimen > Continuation Phase,Drugs 1,INH
12,Treatment Protocols > Standard Regimen > Continuation Phase,Drugs 2,RIF
12,Drug Resistant Tb,Types 1,MDR-TB
12,Drug Resistant Tb,Types 2,XDR-TB
12,Drug Resistant Tb,Second Line Drugs 1,Amikacin
12,Drug Resistant Tb,Second Line Drugs 2,Levofloxacin
12,Drug Resistant Tb,Novel Drugs 1,Bedaquiline
12,Drug Resistant Tb,Novel Drugs 2,Delamanid
12,Drug Resistant Tb,Novel Drugs 3,Pretomanid
12,Drug Resistant Tb,Treatment Duration,18–24 months
12,Prevention And Control > Vaccine,Name,BCG
12,Prevention And Control > Vaccine,Type,Live attenuated Mycobacterium bovis
12,Prevention And Control > Vaccine,Limitation,Limited adult protection
12,Prevention And Control,Infection Control 1,Isolation
12,Prevention And Control,Infection Control 2,Ventilation
12,Prevention And Control,Infection Control 3,PPE usage
12,India Tb Programs,Ntp,National Tuberculosis Programme (1962)
12,India Tb Programs,Rntcp,Revised National TB Control Programme (1997)
12,India Tb Programs > Ntep,Launched,2020
12,India Tb Programs > Ntep,Goal,Eliminate TB by 2025
12,India Tb Programs > Schemes,Nikshay Poshan Yojana,₹500/month dietary support
12,India Tb Programs > Schemes,Treatment Incentives 1,₹1000 for treatment completion
12,India Tb Programs > Schemes,Treatment Incentives 2,₹5000 for MDR-TB supporter
12,General,Chatbot Intents 1,tb_basic_education
12,General,Chatbot Intents 2,tb_symptom_checker
12,General,Chatbot Intents 3,tb_diagnosis_explainer
12,General,Chatbot Intents 4,tb_treatment_explainer
12,General,Chatbot Intents 5,drug_resistance_info
12,General,Chatbot Intents 6,india_tb_schemes
12,General,Chatbot Intents 7,tb_prevention_guidance
12,General,Chatbot Intents 8,student_learning_mode
13,Kb Metadata,Source,National Tuberculosis Program Manual – Kingdom of Saudi Arabia (2021)
13,Kb Metadata,Publisher,"Ministry of Health, Kingdom of Saudi Arabia"
13,Kb Metadata,Document Type,National TB Policy & Clinical Manual
13,Kb Metadata,Year,2021
13,Kb Metadata,Chatbot Version,KSA-TB-NTP-KB-v1.0
13,Kb Metadata,Intended Users 1,Public health chatbot
13,Kb Metadata,Intended Users 2,Clinical decision support bot
13,Kb Metadata,Intended Users 3,Medical student assistant
13,Kb Metadata,Intended Users 4,Policy & program guidance bot
13,Tb Basics,Definition,"Tuberculosis (TB) is a serious infectious disease caused by organisms of the Mycobacterium tuberculosis complex (MTBC), most commonly Mycobacterium tuberculosis."
13,Tb Basics,Causative Agents 1,Mycobacterium tuberculosis
13,Tb Basics,Causative Agents 2,Mycobacterium bovis
13,Tb Basics,Causative Agents 3,Mycobacterium africanum
13,Tb Basics,Causative Agents 4,Mycobacterium microti
13,Tb Basics,Causative Agents 5,Mycobacterium canetti
13,Tb Basics,Causative Agents 6,Mycobacterium caprae
13,Tb Basics,Causative Agents 7,Mycobacterium orygis
13,Tb Basics,Causative Agents 8,Mycobacterium pinnipedii
13,Tb Basics,Causative Agents 9,Mycobacterium mungi
13,Tb Basics,Ntm Note,Non-tuberculous mycobacteria (NTM) are generally opportunistic pathogens and less likely to cause TB in humans.
13,Transmission And Infection,Mode Of Transmission,Airborne droplet nuclei inhaled during coughing or sneezing
13,Transmission And Infection,Most Infectious Forms 1,Cavitary pulmonary TB
13,Transmission And Infection,Most Infectious Forms 2,Laryngeal TB
13,Transmission And Infection,Non Infectious Forms 1,Latent TB infection
13,Transmission And Infection,Non Infectious Forms 2,Most extrapulmonary TB
13,Transmission And Infection,Risk Factors For Transmission 1,Duration of exposure
13,Transmission And Infection,Risk Factors For Transmission 2,Physical proximity
13,Transmission And Infection,Risk Factors For Transmission 3,Mycobacterial load in sputum
13,Transmission And Infection,Risk Factors For Transmission 4,"Immune status of contact (HIV, diabetes, malnutrition)"
13,Transmission And Infection,Risk Factors For Transmission 5,Immunosuppressive therapy
13,Transmission And Infection,Risk Factors For Transmission 6,BCG vaccination status
13,Transmission And Infection > Latent Tb Progression,Latent Rate,≈90% remain latent
13,Transmission And Infection > Latent Tb Progression,Active Progression,≈10% progress to active TB
13,Transmission And Infection > Latent Tb Progression,High Risk Groups 1,Children
13,Transmission And Infection > Latent Tb Progression,High Risk Groups 2,Immunocompromised individuals
13,Transmission And Infection > Latent Tb Progression,High Risk Groups 3,PLHIV
13,Epidemiology > Global,Who Status,TB is among top 10 causes of death worldwide
13,Epidemiology > Global,Global Cases 2019,≈10 million
13,Epidemiology > Global > Global Deaths 2019,Hiv Negative,1.2 million
13,Epidemiology > Global > Global Deaths 2019,Hiv Positive,"208,000"
13,Epidemiology > Ksa,Incidence 2019,"8.7 per 100,000 population"
13,Epidemiology > Ksa,Total Cases 2019,3004
13,Epidemiology > Ksa,Treatment Success Rate,89.9%
13,Epidemiology > Ksa,Higher Risk Groups 1,Non-nationals
13,Epidemiology > Ksa,Higher Risk Groups 2,Migrant workers
13,Epidemiology > Ksa,Higher Risk Groups 3,Young adults (<45 years)
13,Epidemiology > Ksa,Higher Risk Groups 4,Males
13,Epidemiology > Ksa > Case Distribution,Male Percentage,≈71%
13,Epidemiology > Ksa > Case Distribution,Pulmonary Confirmed,≈86%
13,Epidemiology > Ksa > Case Distribution,Non Nationals Share,≈47–48%
13,End Tb Strategy,Adopted By Ksa,2016
13,End Tb Strategy,Vision,"Zero TB deaths, zero new cases, zero catastrophic costs"
13,End Tb Strategy > Targets 2035,Mortality Reduction,95%
13,End Tb Strategy > Targets 2035,Incidence Reduction,90%
13,End Tb Strategy > Targets 2035,Catastrophic Costs,0%
13,End Tb Strategy,Pillars 1,Integrated patient-centered care and prevention
13,End Tb Strategy,Pillars 2,Bold policies and supportive systems
13,End Tb Strategy,Pillars 3,Intensified research and innovation
13,National Tb Program,Program Name,National Tuberculosis Program (NTP)
13,National Tb Program,Core Elements 1,Early case detection
13,National Tb Program,Core Elements 2,Treatment
13,National Tb Program,Core Elements 3,Surveillance
13,National Tb Program,Major Policies 1,Free TB diagnosis and treatment for all residents
13,National Tb Program,Major Policies 2,Passive and active case finding
13,National Tb Program,Major Policies 3,Systematic screening of high-risk groups
13,National Tb Program,Major Policies 4,Standardized treatment regimens
13,National Tb Program,Major Policies 5,Patient-centered care
13,National Tb Program,Major Policies 6,Universal drug susceptibility testing
13,National Tb Program,Major Policies 7,Public–private mix approach
13,Organizational Structure > Levels,Central,NTP Central Unit (Ministry level)
13,Organizational Structure > Levels,Intermediate,Regional TB Coordinators
13,Organizational Structure > Levels,Peripheral,"Hospitals, PHCCs, TB clinics"
13,Organizational Structure,Central Functions 1,Policy development
13,Organizational Structure,Central Functions 2,Surveillance and monitoring
13,Organizational Structure,Central Functions 3,Training and education
13,Organizational Structure,Central Functions 4,Research and innovation
13,Organizational Structure,Central Functions 5,National reporting
13,Organizational Structure,Regional Functions 1,District TB planning
13,Organizational Structure,Regional Functions 2,Patient registration
13,Organizational Structure,Regional Functions 3,Adherence monitoring
13,Organizational Structure,Regional Functions 4,Contact screening
13,Organizational Structure,Regional Functions 5,Program supervision
13,Organizational Structure,Peripheral Functions 1,TB suspect identification
13,Organizational Structure,Peripheral Functions 2,Diagnosis and referral
13,Organizational Structure,Peripheral Functions 3,Treatment follow-up
13,Organizational Structure,Peripheral Functions 4,Defaulter tracing
13,Organizational Structure,Peripheral Functions 5,Health education
13,Diagnostic Algorithms > Algorithm 1,Name,Universal access to rapid TB testing
13,Diagnostic Algorithms > Algorithm 1,Primary Test,Xpert MTB/RIF or Xpert Ultra
13,Diagnostic Algorithms > Algorithm 1,Detects 1,Mycobacterium tuberculosis
13,Diagnostic Algorithms > Algorithm 1,Detects 2,Rifampicin resistance
13,Diagnostic Algorithms > Algorithm 1,Specimen Types 1,Sputum
13,Diagnostic Algorithms > Algorithm 1,Specimen Types 2,CSF
13,Diagnostic Algorithms > Algorithm 1,Specimen Types 3,Lymph node
13,Diagnostic Algorithms > Algorithm 1,Specimen Types 4,Tissue samples
13,Diagnostic Algorithms > Algorithm 1,Not For,Treatment monitoring
13,Diagnostic Algorithms > Algorithm 1,Follow Up Tests 1,Smear microscopy
13,Diagnostic Algorithms > Algorithm 1,Follow Up Tests 2,Culture
13,Diagnostic Algorithms > Algorithm 1,Follow Up Tests 3,DST
13,Laboratory Services > Levels,Peripheral 1,Smear microscopy
13,Laboratory Services > Levels,Peripheral 2,Xpert MTB/RIF
13,Laboratory Services > Levels,Peripheral 3,Sample handling
13,Laboratory Services > Levels,Intermediate 1,Culture (solid & liquid)
13,Laboratory Services > Levels,Intermediate 2,MTBC identification
13,Laboratory Services > Levels,Intermediate 3,Molecular DST
13,Laboratory Services > Levels,Central Reference 1,Advanced DST
13,Laboratory Services > Levels,Central Reference 2,Whole genome sequencing
13,Laboratory Services > Levels,Central Reference 3,Quality assurance
13,Laboratory Services > Levels,Central Reference 4,Research
13,Treatment > Drug Susceptible Tb,First Line Drugs 1,Isoniazid
13,Treatment > Drug Susceptible Tb,First Line Drugs 2,Rifampicin
13,Treatment > Drug Susceptible Tb,First Line Drugs 3,Pyrazinamide
13,Treatment > Drug Susceptible Tb,First Line Drugs 4,Ethambutol
13,Treatment > Drug Susceptible Tb,Principles 1,Standardized regimens
13,Treatment > Drug Susceptible Tb,Principles 2,Adherence support
13,Treatment > Drug Susceptible Tb,Principles 3,Patient-centered care
13,Treatment > Drug Resistant Tb,Types 1,RR-TB
13,Treatment > Drug Resistant Tb,Types 2,MDR-TB
13,Treatment > Drug Resistant Tb,Types 3,XDR-TB
13,Treatment > Drug Resistant Tb,Management 1,Second-line regimens
13,Treatment > Drug Resistant Tb,Management 2,Extended duration
13,Treatment > Drug Resistant Tb,Management 3,Close monitoring
13,Special Populations > Children,Diagnosis 1,History and symptoms
13,Special Populations > Children,Diagnosis 2,Growth assessment
13,Special Populations > Children,Diagnosis 3,TST
13,Special Populations > Children,Diagnosis 4,Bacteriological confirmation when possible
13,Special Populations > Children,Treatment,Weight-based regimens
13,Special Populations > Tb Hiv,Principles 1,Early TB diagnosis
13,Special Populations > Tb Hiv,Principles 2,ART initiation
13,Special Populations > Tb Hiv,Principles 3,Cotrimoxazole prophylaxis
13,Special Populations > Tb Hiv,Principles 4,Collaborative TB/HIV services
13,Special Populations > Pregnancy,Care,Special regimen considerations and monitoring
13,Latent Tb,Definition,TB infection without clinical disease
13,Latent Tb,Diagnosis 1,TST
13,Latent Tb,Diagnosis 2,IGRA
13,Latent Tb,Management 1,Preventive therapy
13,Latent Tb,Management 2,High-risk group monitoring
