Record,Section,Field,Value
17,Metadata,Authors 2,Jacob De Wolff
17,Metadata,Authors 3,Graham M. Beards
17,Metadata,Authors 4,Brian J. Basden
17,Metadata,Journal,Open Medicine
17,Metadata,Year,2014
17,Metadata,Volume,8
17,Metadata,Issue,4
17,Metadata,Pages,e105–e115
17,Metadata,Article Type,Peer-reviewed clinical review
17,Metadata,License,CC BY-SA 2.5
17,Metadata,Intended Chatbot Use 1,Clinical education
17,Metadata,Intended Chatbot Use 2,Public health
17,Metadata,Intended Chatbot Use 3,Symptom triage
17,Metadata,Intended Chatbot Use 4,Research assistance
17,Disease Identity,Name,Dengue fever
17,Disease Identity,Alternate Names 1,Break-bone fever
17,Disease Identity,Alternate Names 2,Dandy fever
17,Disease Identity,Category,Mosquito-borne viral disease
17,Disease Identity,Neglected Tropical Disease,True
17,Global Burden,Endemic Countries,>110
17,Global Burden > Annual Infections Estimated,Min,50000000
17,Global Burden > Annual Infections Estimated,Max,528000000
17,Global Burden,Annual Hospitalizations,500000
17,Global Burden,Annual Deaths,25000
17,Global Burden,Population At Risk,≈2.5 billion
17,Global Burden,Highest Burden Regions 1,South-East Asia
17,Global Burden,Highest Burden Regions 2,Western Pacific
17,Global Burden,Highest Burden Regions 3,Americas
17,Global Burden,Highest Burden Regions 4,Africa
17,Global Burden,Trend,30-fold increase since 1960
17,Global Burden,Drivers 1,Urbanization
17,Global Burden,Drivers 2,Population growth
17,Global Burden,Drivers 3,International travel
17,Global Burden,Drivers 4,Climate change
17,Virology,Virus Name,Dengue virus (DENV)
17,Virology,Family,Flaviviridae
17,Virology,Genus,Flavivirus
17,Virology > Genome,Type,Positive-sense single-stranded RNA
17,Virology > Genome,Length Nucleotides,~11000
17,Virology > Genome,Expression,Single polyprotein
17,Virology > Proteins,Structural 1,Capsid (C)
17,Virology > Proteins,Structural 2,pre-Membrane (prM)
17,Virology > Proteins,Structural 3,Envelope (E)
17,Virology > Proteins,Non Structural 1,NS1
17,Virology > Proteins,Non Structural 2,NS2A
17,Virology > Proteins,Non Structural 3,NS2B
17,Virology > Proteins,Non Structural 4,NS3
17,Virology > Proteins,Non Structural 5,NS4A
17,Virology > Proteins,Non Structural 6,NS4B
17,Virology > Proteins,Non Structural 7,NS5
17,Virology,Serotypes 1,DENV-1
17,Virology,Serotypes 2,DENV-2
17,Virology,Serotypes 3,DENV-3
17,Virology,Serotypes 4,DENV-4
17,Virology,Serotypes 5,DENV-5 (reported 2013)
17,Immunity And Risk > Primary Infection,Immunity,Lifelong to same serotype
17,Immunity And Risk > Primary Infection,Severity,Usually mild or asymptomatic
17,Immunity And Risk > Secondary Infection,Risk,High risk of severe dengue
17,Immunity And Risk > Secondary Infection,Mechanism,Antibody-dependent enhancement (ADE)
17,Immunity And Risk,Risk Factors For Severe Disease 1,Secondary infection
17,Immunity And Risk,Risk Factors For Severe Disease 2,Female sex
17,Immunity And Risk,Risk Factors For Severe Disease 3,High body mass index
17,Immunity And Risk,Risk Factors For Severe Disease 4,High viral load
17,Immunity And Risk,Risk Factors For Severe Disease 5,Young age (children)
17,Immunity And Risk,Risk Factors For Severe Disease 6,"Chronic disease (diabetes, asthma)"
17,Immunity And Risk,Risk Factors For Severe Disease 7,Certain genetic polymorphisms
17,Immunity And Risk,Risk Factors For Severe Disease 8,G6PD deficiency
17,Vectors And Transmission,Primary Vector,Aedes aegypti
17,Vectors And Transmission,Secondary Vectors 1,Aedes albopictus
17,Vectors And Transmission,Secondary Vectors 2,Aedes polynesiensis
17,Vectors And Transmission,Secondary Vectors 3,Aedes scutellaris
17,Vectors And Transmission,Vector Behavior 1,Daytime biting
17,Vectors And Transmission,Vector Behavior 2,Peak activity early morning and evening
17,Vectors And Transmission,Vector Behavior 3,Prefers human hosts
17,Vectors And Transmission,Vector Behavior 4,Breeds in artificial water containers
17,Vectors And Transmission > Geographic Range,Latitude,35°N–35°S
17,Vectors And Transmission > Geographic Range,Altitude,<1000 meters
17,Vectors And Transmission,Additional Transmission Routes 1,Blood transfusion
17,Vectors And Transmission,Additional Transmission Routes 2,Organ transplantation
17,Vectors And Transmission,Additional Transmission Routes 3,Vertical transmission (mother to child)
17,Incubation And Course > Incubation Period Days,Range,3–14
17,Incubation And Course > Incubation Period Days,Most Common,4–7
17,Incubation And Course > Clinical Outcomes Distribution,Asymptomatic,≈80%
17,Incubation And Course > Clinical Outcomes Distribution,Mild To Moderate,≈15%
17,Incubation And Course > Clinical Outcomes Distribution,Severe,<5%
17,Incubation And Course > Clinical Outcomes Distribution,Fatal,<1% with proper care
17,Clinical Phases > Febrile Phase,Duration Days,2–7
17,Clinical Phases > Febrile Phase,Features 1,High fever (>40°C)
17,Clinical Phases > Febrile Phase,Features 2,Severe headache
17,Clinical Phases > Febrile Phase,Features 3,Retro-orbital pain
17,Clinical Phases > Febrile Phase,Features 4,Myalgia
17,Clinical Phases > Febrile Phase,Features 5,Arthralgia
17,Clinical Phases > Febrile Phase,Features 6,Nausea
17,Clinical Phases > Febrile Phase,Features 7,Vomiting
17,Clinical Phases > Febrile Phase,Features 8,Early rash
17,Clinical Phases > Febrile Phase,Features 9,Leukopenia
17,Clinical Phases > Critical Phase,Timing,As fever subsides
17,Clinical Phases > Critical Phase,Duration Days,1–2
17,Clinical Phases > Critical Phase,Hallmark,Plasma leakage
17,Clinical Phases > Critical Phase,Features 1,Rising hematocrit
17,Clinical Phases > Critical Phase,Features 2,Rapid platelet fall
17,Clinical Phases > Critical Phase,Features 3,Pleural effusion
17,Clinical Phases > Critical Phase,Features 4,Ascites
17,Clinical Phases > Critical Phase,Features 5,Shock
17,Clinical Phases > Critical Phase,Features 6,Severe bleeding
17,Clinical Phases > Critical Phase,Features 7,Organ dysfunction
17,Clinical Phases > Recovery Phase,Duration Days,2–3
17,Clinical Phases > Recovery Phase,Features 1,Fluid reabsorption
17,Clinical Phases > Recovery Phase,Features 2,Hemodynamic stabilization
17,Clinical Phases > Recovery Phase,Features 3,Bradycardia
17,Clinical Phases > Recovery Phase,Features 4,Severe itching
17,Clinical Phases > Recovery Phase,Features 5,Convalescent rash
17,Clinical Phases > Recovery Phase,Features 6,Fatigue (weeks in adults)
17,General,Warning Signs 1,Worsening abdominal pain
17,General,Warning Signs 2,Persistent vomiting
17,General,Warning Signs 3,Mucosal bleeding
17,General,Warning Signs 4,Lethargy or restlessness
17,General,Warning Signs 5,Liver enlargement
17,General,Warning Signs 6,Serosal effusion
17,General,Warning Signs 7,High hematocrit with low platelets
17,Complications,Hematologic 1,Severe thrombocytopenia
17,Complications,Hematologic 2,Disseminated bleeding
17,Complications,Neurologic 1,Encephalitis
17,Complications,Neurologic 2,Encephalopathy
17,Complications,Neurologic 3,Guillain–Barré syndrome
17,Complications,Neurologic 4,Transverse myelitis
17,Complications,Neurologic 5,Seizures
17,Complications,Cardiac 1,Myocarditis
17,Complications,Hepatic 1,Acute liver failure
17,Complications,Renal 1,Acute kidney injury
17,Pathophysiology,Initial Infection 1,Virus enters via mosquito saliva
17,Pathophysiology,Initial Infection 2,Infects dendritic cells (Langerhans cells)
17,Pathophysiology,Viral Entry Receptors 1,DC-SIGN
17,Pathophysiology,Viral Entry Receptors 2,Mannose receptor
17,Pathophysiology,Viral Entry Receptors 3,CLEC5A
17,Pathophysiology,Severe Disease Mechanisms 1,Endothelial dysfunction
17,Pathophysiology,Severe Disease Mechanisms 2,Capillary leakage
17,Pathophysiology,Severe Disease Mechanisms 3,Bone marrow suppression
17,Pathophysiology,Severe Disease Mechanisms 4,Immune-mediated coagulopathy
17,Pathophysiology,Severe Disease Mechanisms 5,Cytokine storm
17,Diagnosis,Clinical Criteria 1,"Fever plus two of: nausea/vomiting, rash, aches, leukopenia, positive tourniquet test, warning signs"
17,Diagnosis,Laboratory Findings 1,Leukopenia (early)
17,Diagnosis,Laboratory Findings 2,Thrombocytopenia
17,Diagnosis,Laboratory Findings 3,Elevated AST/ALT
17,Diagnosis,Laboratory Findings 4,Hemoconcentration
17,Diagnosis,Laboratory Findings 5,Hypoalbuminemia
17,Diagnosis > Confirmatory Tests,Early Phase 1,RT-PCR
17,Diagnosis > Confirmatory Tests,Early Phase 2,Virus isolation
17,Diagnosis > Confirmatory Tests,Early Phase 3,NS1 antigen detection
17,Diagnosis > Confirmatory Tests,Late Phase 1,IgM ELISA
17,Diagnosis > Confirmatory Tests,Late Phase 2,IgG serology (paired samples)
17,Diagnosis > Test Performance Notes,Ns1 Sensitivity Primary,>90%
17,Diagnosis > Test Performance Notes,Ns1 Sensitivity Secondary,60–80%
17,Diagnosis > Test Performance Notes,Cross Reactivity,Possible with other flaviviruses
17,Classification Systems > Who 2009,Uncomplicated Dengue,True
17,Classification Systems > Who 2009,Severe Dengue 1,Severe plasma leakage
17,Classification Systems > Who 2009,Severe Dengue 2,Severe bleeding
17,Classification Systems > Who 2009,Severe Dengue 3,Severe organ involvement
17,Classification Systems > Who 1997 Legacy,Grades 1,Grade I
17,Classification Systems > Who 1997 Legacy,Grades 2,Grade II
17,Classification Systems > Who 1997 Legacy,Grades 3,Grade III (shock)
17,Classification Systems > Who 1997 Legacy,Grades 4,Grade IV (undetectable BP)
17,Classification Systems > Who 1997 Legacy,Dengue Shock Syndrome 1,Grade III
17,Classification Systems > Who 1997 Legacy,Dengue Shock Syndrome 2,Grade IV
17,Treatment And Management,Antiviral Status,No specific antiviral therapy
17,Treatment And Management,General Principles 1,Supportive care
17,Treatment And Management,General Principles 2,Careful fluid management
17,Treatment And Management,General Principles 3,Early detection of severe cases
17,Treatment And Management,Home Management 1,Oral rehydration
17,Treatment And Management,Home Management 2,Daily follow-up
17,Treatment And Management,Home Management 3,Paracetamol only
17,Treatment And Management,Hospital Management 1,IV fluids (minimal effective volume)
17,Treatment And Management,Hospital Management 2,Monitor urine output (0.5–1 mL/kg/hr)
17,Treatment And Management,Hospital Management 3,Monitor hematocrit and vitals
17,Treatment And Management,Severe Dengue Management 1,ICU care
17,Treatment And Management,Severe Dengue Management 2,Early blood transfusion if unstable
17,Treatment And Management,Severe Dengue Management 3,Avoid invasive procedures
17,Treatment And Management,Contraindicated 1,Aspirin
17,Treatment And Management,Contraindicated 2,Ibuprofen
17,Treatment And Management,Contraindicated 3,NSAIDs
17,Treatment And Management,Contraindicated 4,Intramuscular injections
17,Prognosis,Overall Recovery,Most recover fully
17,Prognosis,Mortality Severe,1–5%
17,Prognosis,Mortality Shock Without Care,Up to 26%
17,Prognosis,Long Term Effects 1,Prolonged fatigue
17,Prognosis,Long Term Effects 2,Cognitive complaints (rare)
17,Prevention And Control,Vaccine Status 2014,No approved vaccine
17,Prevention And Control,Primary Strategy,Vector control
17,Prevention And Control,Vector Control Measures 1,Eliminate standing water
17,Prevention And Control,Vector Control Measures 2,Environmental modification
17,Prevention And Control,Vector Control Measures 3,"Biological control (fish, copepods)"
17,Prevention And Control,Vector Control Measures 4,Wolbachia-based mosquito control
17,Prevention And Control,Personal Protection 1,Protective clothing
17,Prevention And Control,Personal Protection 2,Repellents
17,Prevention And Control,Personal Protection 3,Screens
17,Prevention And Control,Personal Protection 4,Air-conditioned or netted rooms
17,Prevention And Control,Spraying Note,Generalized insecticide spraying has limited effectiveness
17,Public Health Notes,Urban Association,True
17,Public Health Notes,Traveler Risk,Second most common cause of fever after malaria
17,Public Health Notes,Surveillance Importance,True
17,General,Core Chatbot Rules 1,Most dengue infections are asymptomatic
17,General,Core Chatbot Rules 2,Warning signs appear as fever subsides
17,General,Core Chatbot Rules 3,Secondary infection carries highest risk
17,General,Core Chatbot Rules 4,Avoid NSAIDs and aspirin
17,General,Core Chatbot Rules 5,Early fluid management saves lives
17,General,Core Chatbot Rules 6,Vector control is the cornerstone of prevention
18,Metadata,Document Title,Guideline for the Management of Dengue Fever in Children
18,Metadata,Country,Maldives
18,Metadata,Year,2022
18,Metadata,Issuing Authority,"Ministry of Health, Republic of Maldives"
18,Metadata,Document Number,MOH-QA/G/22/117-0
18,Metadata,Primary Focus,Pediatric dengue management
18,Metadata,Target Users 1,Doctors
18,Metadata,Target Users 2,Nurses
18,Metadata,Target Users 3,Peripheral health centers
18,Metadata,Target Users 4,Referral hospitals
18,Metadata,Target Users 5,Clinical decision-support systems
18,Epidemiological Context,Endemic Status,Highly endemic
18,Epidemiological Context > Major Outbreaks 1,Year,2011
18,Epidemiological Context > Major Outbreaks 1,Note,Largest epidemic
18,Epidemiological Context > Major Outbreaks 2,Year,2015
18,Epidemiological Context > Major Outbreaks 2,Deaths,8
18,Epidemiological Context > Major Outbreaks 3,Year,2016
18,Epidemiological Context > Major Outbreaks 3,Deaths,4
18,Epidemiological Context,Notable Case,Congenital dengue death reported in 2017
18,Epidemiological Context,Seasonality,Increases after rainy season
18,Virology,Virus Family,Flaviviridae
18,Virology,Genome,Single-stranded RNA
18,Virology,Serotypes 1,DENV-1
18,Virology,Serotypes 2,DENV-2
18,Virology,Serotypes 3,DENV-3
18,Virology,Serotypes 4,DENV-4
18,Virology > Immunity,Same Serotype,Lifelong
18,Virology > Immunity,Other Serotypes,Short-term partial immunity
18,Virology > Immunity,Maximum Lifetime Infections,4
18,Vector Characteristics,Primary Vectors 1,Aedes aegypti
18,Vector Characteristics,Primary Vectors 2,Aedes albopictus
18,Vector Characteristics > Behavior,Biting Time 1,Sunrise
18,Vector Characteristics > Behavior,Biting Time 2,Early evening
18,Vector Characteristics > Behavior,Feeding Pattern,Multiple humans in a single feed
18,Vector Characteristics > Behavior,Resting Sites 1,Under tables
18,Vector Characteristics > Behavior,Resting Sites 2,Shoes
18,Vector Characteristics > Behavior,Resting Sites 3,Dark clothes
18,Vector Characteristics > Behavior,Resting Sites 4,Damp indoor areas
18,Vector Characteristics > Behavior > Flight Range Meters,Typical,100
18,Vector Characteristics > Behavior > Flight Range Meters,Maximum,200
18,Vector Characteristics > Breeding,Water Type,Clean stagnant water
18,Vector Characteristics > Breeding,Egg Survival,Up to 1 year in dry conditions
18,Vector Characteristics > Breeding,Hatching Time Days,7
18,Natural History,Phases 1,Febrile
18,Natural History,Phases 2,Critical
18,Natural History,Phases 3,Recovery
18,Natural History,Key Principle,Incorrect fluid management during critical phase causes mortality
18,Clinical Phases > Febrile Phase,Duration Days,2–7
18,Clinical Phases > Febrile Phase,Features 1,High fever (may be biphasic)
18,Clinical Phases > Febrile Phase,Features 2,Myalgia
18,Clinical Phases > Febrile Phase,Features 3,Headache
18,Clinical Phases > Febrile Phase,Features 4,Retro-orbital pain
18,Clinical Phases > Febrile Phase,Features 5,Arthralgia
18,Clinical Phases > Febrile Phase,Features 6,Maculopapular rash
18,Clinical Phases > Febrile Phase,Features 7,Epistaxis
18,Clinical Phases > Febrile Phase,Features 8,Pharyngitis
18,Clinical Phases > Febrile Phase,Features 9,Febrile seizures
18,Clinical Phases > Febrile Phase,Laboratory Trend,WBC drops before platelets
18,Clinical Phases > Critical Phase,Timing,At fever defervescence
18,Clinical Phases > Critical Phase,Duration Hours,24–48
18,Clinical Phases > Critical Phase,Hallmark,Plasma leakage
18,Clinical Phases > Critical Phase,Signs 1,Pleural effusion
18,Clinical Phases > Critical Phase,Signs 2,Ascites
18,Clinical Phases > Critical Phase,Signs 3,Periorbital edema
18,Clinical Phases > Critical Phase,Signs 4,Rising hematocrit >20%
18,Clinical Phases > Critical Phase,Signs 5,Narrow pulse pressure <20 mmHg
18,Clinical Phases > Critical Phase,Shock Note,Child may appear well despite compensated shock
18,Clinical Phases > Recovery Phase,Duration Days,2–3
18,Clinical Phases > Recovery Phase,Features 1,Improving appetite
18,Clinical Phases > Recovery Phase,Features 2,Diuresis
18,Clinical Phases > Recovery Phase,Features 3,Falling hematocrit
18,Clinical Phases > Recovery Phase,Features 4,Rising platelets
18,Clinical Phases > Recovery Phase,Features 5,Severe itching (palms and soles)
18,Clinical Phases > Recovery Phase,Features 6,Bradycardia
18,Clinical Phases > Recovery Phase,Risk,Fluid overload if IV fluids not reduced
18,Severity Classification > Dengue Without Danger Signs,Features 1,High fever 39–40°C
18,Severity Classification > Dengue Without Danger Signs,Features 2,Headache
18,Severity Classification > Dengue Without Danger Signs,Features 3,Retro-orbital pain
18,Severity Classification > Dengue Without Danger Signs,Features 4,Myalgia
18,Severity Classification > Dengue Without Danger Signs,Features 5,Rash
18,Severity Classification > Dengue Without Danger Signs,Features 6,Biphasic fever
18,Severity Classification > Dengue Without Danger Signs,Note,Fever >6 days suggests alternate diagnosis
18,Severity Classification > Dengue With Danger Signs,Danger Signs 1,Persistent vomiting
18,Severity Classification > Dengue With Danger Signs,Danger Signs 2,Severe abdominal pain
18,Severity Classification > Dengue With Danger Signs,Danger Signs 3,Unable to take orally
18,Severity Classification > Dengue With Danger Signs,Danger Signs 4,Bleeding from any site
18,Severity Classification > Dengue With Danger Signs,Danger Signs 5,Severe lethargy
18,Severity Classification > Dengue With Danger Signs,Danger Signs 6,Restlessness
18,Severity Classification > Dengue With Danger Signs,Danger Signs 7,Pleural effusion
18,Severity Classification > Dengue With Danger Signs,Danger Signs 8,Ascites
18,Severity Classification > Dengue With Danger Signs,Danger Signs 9,Tender hepatomegaly
18,Severity Classification > Dengue With Danger Signs,Danger Signs 10,Rapid platelet fall
18,Severity Classification > Dengue With Danger Signs,Danger Signs 11,Rising hematocrit
18,Severity Classification > Severe Dengue,Criteria 1,Severe plasma leakage
18,Severity Classification > Severe Dengue,Criteria 2,Severe bleeding
18,Severity Classification > Severe Dengue,Criteria 3,Severe organ involvement
18,Shock Definition > Compensated Shock,Features 1,Tachycardia
18,Shock Definition > Compensated Shock,Features 2,Pulse pressure <20 mmHg
18,Shock Definition > Compensated Shock,Features 3,Normal systolic BP
18,Shock Definition > Decompensated Shock,Features 1,Hypotension
18,Shock Definition > Decompensated Shock,Features 2,Cold peripheries
18,Shock Definition > Decompensated Shock,Features 3,Altered sensorium
18,Shock Definition > Decompensated Shock,Features 4,Prolonged CRT
18,General,High Risk Groups 1,Infants
18,General,High Risk Groups 2,Elderly
18,General,High Risk Groups 3,Pregnant patients
18,General,High Risk Groups 4,Expatriate workers
18,General,High Risk Groups 5,G6PD deficiency
18,General,High Risk Groups 6,Obesity
18,General,High Risk Groups 7,Beta thalassemia major
18,General,High Risk Groups 8,Congenital heart disease
18,General,High Risk Groups 9,Chronic kidney disease
18,General,High Risk Groups 10,Diabetes mellitus
18,General,High Risk Groups 11,Patients on NSAIDs or steroids
18,Diagnosis,Clinical Basis,Diagnosis can be made without serology
18,Diagnosis,Initial Investigations 1,CBC
18,Diagnosis,Initial Investigations 2,Platelet count
18,Diagnosis,Initial Investigations 3,Hematocrit
18,Diagnosis > Laboratory Trends,Leukopenia,Appears first
18,Diagnosis > Laboratory Trends,Thrombocytopenia,Falls after afebrile phase
18,Diagnosis > Laboratory Trends > Hematocrit,Increase,Plasma leakage
18,Diagnosis > Laboratory Trends > Hematocrit,Decrease,Bleeding
18,Diagnosis,Imaging 1,Right lateral decubitus chest X-ray
18,Diagnosis,Imaging 2,"Abdominal ultrasound (gall bladder edema, ascites)"
18,Diagnosis > Serology Notes,Ns1,"Early positive, reduced in secondary infection"
18,Diagnosis > Serology Notes,Igm,May be absent in 20% of secondary infections
18,Diagnosis > Serology Notes,Igg,Rises rapidly in secondary infection
18,Diagnosis > Serology Notes,Warning,Do not rely solely on serology
18,Home Management,Allowed,Only if no danger signs
18,Home Management,Instructions 1,Adequate rest
18,Home Management,Instructions 2,Paracetamol only (no NSAIDs)
18,Home Management,Instructions 3,ORS preferred fluid
18,Home Management,Instructions 4,Avoid dark/red fluids if vomiting
18,Home Management,Instructions 5,Return immediately if danger signs appear
18,Home Management,Instructions 6,Review if fever >3 days
18,Fluid Management Principles,Preferred Fluids,Isotonic crystalloids
18,Fluid Management Principles,Infant Exception,0.45% DNS for <6 months
18,Fluid Management Principles,Bolus Response,Most shock responds to 10 ml/kg NS
18,Fluid Management Principles > Max Iv Duration Post Afebrile,Shock,≤48 hours
18,Fluid Management Principles > Max Iv Duration Post Afebrile,Non Shock,≤72 hours
18,Fluid Management Principles,Platelet Transfusion,Not routinely recommended
18,Shock Management,Initial Bolus,10–20 ml/kg normal saline
18,Shock Management > Third Bolus,Type,Dextran 40
18,Shock Management > Third Bolus,Dose,10 ml/kg
18,Shock Management > Third Bolus,Max Frequency,3 times per 24 hours
18,Shock Management > Bleeding Management,Indication,Falling HCT with shock
18,Shock Management > Bleeding Management,Treatment,Packed cells or whole blood 10 ml/kg
18,Organ Involvement Management,Encephalopathy 1,Head elevation 30°
18,Organ Involvement Management,Encephalopathy 2,Early intubation
18,Organ Involvement Management,Encephalopathy 3,Minimal IV fluids (<80% maintenance)
18,Organ Involvement Management,Encephalopathy 4,Dexamethasone
18,Organ Involvement Management,Encephalopathy 5,Anticonvulsants
18,Organ Involvement Management,Encephalopathy 6,Lactulose if ammonia elevated
18,Organ Involvement Management,Renal Failure,Early renal replacement if needed
18,Organ Involvement Management,Hepatic Failure,Monitor AST/ALT (>1000 severe)
18,Fluid Overload,Early Signs 1,Puffy eyelids
18,Fluid Overload,Early Signs 2,Ascites
18,Fluid Overload,Early Signs 3,Dyspnea
18,Fluid Overload,Management 1,Reduce fluids
18,Fluid Overload,Management 2,Frusemide 0.5–1 mg/kg
18,Fluid Overload,Management 3,Colloids preferred if shock persists
18,General,Discharge Criteria 1,Afebrile >24 hours
18,General,Discharge Criteria 2,Improved appetite
18,General,Discharge Criteria 3,Good urine output
18,General,Discharge Criteria 4,No respiratory distress
18,General,Discharge Criteria 5,"Platelets >50,000/mm3"
18,General,Discharge Criteria 6,≥2–3 days post-shock recovery
18,General,Common Misconceptions 1,Platelet count predicts bleeding severity
18,General,Common Misconceptions 2,Serology mandatory for diagnosis
18,General,Common Misconceptions 3,NSAIDs are safe in dengue
18,General,Common Misconceptions 4,Hematocrit is less important than platelets
18,General,Common Misconceptions 5,More fluids always improve outcomes
18,Referral Rules,Must Refer 1,Severe dengue
18,Referral Rules,Must Refer 2,High-risk patients needing special care
18,Referral Rules,Transport Requirements 1,Stabilize before transfer
18,Referral Rules,Transport Requirements 2,IV fluids running
18,Referral Rules,Transport Requirements 3,Continuous monitoring
18,Referral Rules,Transport Requirements 4,Trained escort
18,Referral Rules,Transport Requirements 5,Complete documentation
18,General,Core Chatbot Rules 1,Critical phase starts when fever subsides
18,General,Core Chatbot Rules 2,Pulse pressure <20 mmHg is an emergency
18,General,Core Chatbot Rules 3,Paracetamol is the only antipyretic
18,General,Core Chatbot Rules 4,Hematocrit guides fluid vs blood decisions
18,General,Core Chatbot Rules 5,Overhydration kills as often as underhydration
18,General,Core Chatbot Rules 6,Most pediatric dengue deaths are preventable
19,Metadata,Title,"Dengue: Guidelines for Diagnosis, Treatment, Prevention and Control"
19,Metadata,Edition,New edition
19,Metadata,Year,2009
19,Metadata,Publisher,World Health Organization
19,Metadata,Isbn,978-92-4-154787-1
19,Metadata,Expiry Note,"Expected validity until 2014, subject to new evidence"
19,Metadata,Document Scope 1,Epidemiology
19,Metadata,Document Scope 2,Clinical management
19,Metadata,Document Scope 3,Vector control
19,Metadata,Document Scope 4,Laboratory diagnosis
19,Metadata,Document Scope 5,Surveillance and outbreak response
19,Metadata,Document Scope 6,Vaccines and antivirals
19,Metadata,Intended Users 1,Clinicians
19,Metadata,Intended Users 2,Laboratory personnel
19,Metadata,Intended Users 3,Vector control staff
19,Metadata,Intended Users 4,Public health officials
19,Metadata,Intended Users 5,Researchers
19,Metadata,Intended Users 6,National guideline developers
19,Disease Identity,Name,Dengue
19,Disease Identity,Category,Arthropod-borne viral disease
19,Disease Identity,Family,Flaviviridae
19,Disease Identity,Genus,Flavivirus
19,Disease Identity,Serotypes 1,DENV-1
19,Disease Identity,Serotypes 2,DENV-2
19,Disease Identity,Serotypes 3,DENV-3
19,Disease Identity,Serotypes 4,DENV-4
19,Disease Identity,Main Vector,Aedes aegypti
19,Global Epidemiology,Trend,Most rapidly spreading mosquito-borne viral disease
19,Global Epidemiology,Incidence Increase,≈30-fold increase in last 50 years
19,Global Epidemiology,Annual Infections Estimate,50000000
19,Global Epidemiology,Population At Risk,2500000000
19,Global Epidemiology,Endemic Regions 1,South-East Asia
19,Global Epidemiology,Endemic Regions 2,Western Pacific
19,Global Epidemiology,Endemic Regions 3,Americas
19,Global Epidemiology,Endemic Regions 4,Africa
19,Global Epidemiology,Endemic Regions 5,Eastern Mediterranean
19,Global Epidemiology,Non Endemic Region,Europe (imported cases only)
19,Global Epidemiology,Urban Rural Shift,Expansion from urban to rural areas
19,Global Epidemiology,Epidemic Pattern,Cyclical outbreaks every 3–5 years
19,Burden Of Disease,Dalys Global 2001,528
19,Burden Of Disease,Children Risk,Higher risk of severe dengue
19,Burden Of Disease > Case Fatality Rate,With Proper Management,<1%
19,Burden Of Disease > Case Fatality Rate,Poor Access To Care,3–5% in focal outbreaks
19,Burden Of Disease > Economic Costs,Ambulatory Case Usd,514
19,Burden Of Disease > Economic Costs,Hospitalized Case Usd,1491
19,Burden Of Disease > Economic Costs,Average Case Cost Usd,828
19,Burden Of Disease > Economic Costs,Estimated Annual Reported Cost Usd,440000000
19,Burden Of Disease,Underreporting,Major limitation in burden estimation
19,Virus Characteristics,Genome,Positive-sense single-stranded RNA
19,Virus Characteristics,Particle Size Nm,50
19,Virus Characteristics,Structural Proteins 1,Capsid (C)
19,Virus Characteristics,Structural Proteins 2,prM/M
19,Virus Characteristics,Structural Proteins 3,Envelope (E)
19,Virus Characteristics,Non Structural Proteins 1,NS1
19,Virus Characteristics,Non Structural Proteins 2,NS2A
19,Virus Characteristics,Non Structural Proteins 3,NS2B
19,Virus Characteristics,Non Structural Proteins 4,NS3
19,Virus Characteristics,Non Structural Proteins 5,NS4A
19,Virus Characteristics,Non Structural Proteins 6,NS4B
19,Virus Characteristics,Non Structural Proteins 7,NS5
19,Virus Characteristics,Genetic Variability,Multiple genotypes within each serotype
19,Virus Characteristics,High Risk Genotypes 1,Asian genotype DENV-2
19,Virus Characteristics,High Risk Genotypes 2,Asian genotype DENV-3
19,Transmission Cycle,Primary Host,Humans
19,Transmission Cycle,Vector,Female Aedes mosquitoes
19,Transmission Cycle,Extrinsic Incubation Days,8–12
19,Transmission Cycle,Intrinsic Incubation Days,4–10
19,Transmission Cycle,Vector Behavior 1,Highly anthropophilic
19,Transmission Cycle,Vector Behavior 2,Multiple bites per feeding cycle
19,Transmission Cycle,Vector Behavior 3,Indoor resting
19,Transmission Cycle,Vector Behavior 4,Daytime biting
19,Transmission Cycle,Vertical Transmission,"Rare, limited epidemiological significance"
19,Transmission Cycle,Sylvatic Cycle,Exists in parts of Africa and Asia
19,Host And Immunity > Primary Infection,Outcome,Often asymptomatic or mild
19,Host And Immunity > Primary Infection,Immunity,Lifelong to same serotype
19,Host And Immunity > Secondary Infection,Risk,Major risk factor for severe dengue
19,Host And Immunity > Secondary Infection,Mechanism,Antibody-dependent enhancement (ADE)
19,Host And Immunity,Infant Risk,Severe dengue in infants born to immune mothers
19,Host And Immunity,Host Risk Factors 1,Secondary infection
19,Host And Immunity,Host Risk Factors 2,Young age
19,Host And Immunity,Host Risk Factors 3,"Chronic diseases (asthma, diabetes, sickle cell disease)"
19,Host And Immunity,Host Risk Factors 4,Genetic background
19,Pathophysiology,Key Mechanisms 1,High viral load
19,Pathophysiology,Key Mechanisms 2,Immune activation
19,Pathophysiology,Key Mechanisms 3,Cytokine and chemokine imbalance
19,Pathophysiology,Key Mechanisms 4,Endothelial dysfunction
19,Pathophysiology,Plasma Leakage,"Functional, reversible endothelial changes"
19,Pathophysiology,Thrombocytopenia Causes 1,Bone marrow suppression
19,Pathophysiology,Thrombocytopenia Causes 2,Platelet destruction
19,Pathophysiology,Thrombocytopenia Causes 3,Peripheral consumption
19,Pathophysiology,Severe Outcomes 1,Shock
