Record,Section,Field,Value
11,Carrier Management,Treatment Options 2,Norfloxacin 400 mg BID for 28 days
11,Carrier Management,Treatment Success Rate,80–90%
11,Carrier Management > Clearance Testing,Stool Cultures Required,6
11,Carrier Management > Clearance Testing,Urine Cultures Required,1
11,Carrier Management > Clearance Testing,Spacing,≥72 hours apart
11,Public Health Reporting > Laboratory Reporting,Mandatory,True
11,Public Health Reporting > Laboratory Reporting,Timeframe,Within 1 working day
11,Public Health Reporting,Public Health Actions 1,Case investigation
11,Public Health Reporting,Public Health Actions 2,Source identification
11,Public Health Reporting,Public Health Actions 3,Contact tracing
11,Public Health Reporting,Public Health Actions 4,Carrier assessment
11,Public Health Reporting,Public Health Actions 5,Outbreak surveillance
11,Infection Control > Precautions,Routine,True
11,Infection Control > Precautions,Contact Precautions 1,Incontinent adults
11,Infection Control > Precautions,Contact Precautions 2,Diapered children
11,Infection Control > Precautions,Contact Precautions 3,Poor hygiene compliance
11,Infection Control > Work And School Exclusion > Food Handlers,Requirement,≥3 negative stool cultures
11,Infection Control > Work And School Exclusion > Food Handlers,Timing,≥48h after antibiotics
11,Infection Control > Work And School Exclusion > Childcare Attendees,Under 5 Years,3 negative stool cultures
11,Infection Control > Work And School Exclusion > Childcare Attendees,Over 5 Years,Exclude until symptom-free
11,Contact Management,Defined Contacts 1,Household members
11,Contact Management,Defined Contacts 2,Sexual partners
11,Contact Management,Defined Contacts 3,Travel companions
11,Contact Management,Symptomatic Contacts 1,Clinical evaluation
11,Contact Management,Symptomatic Contacts 2,Stool cultures
11,Contact Management,Symptomatic Contacts 3,Exclude from high-risk settings
11,Contact Management > Asymptomatic Contacts,High Risk Occupations,Screen but do not exclude unless positive
11,Outbreak Management,Definition,Cases exceeding expected baseline
11,Outbreak Management,Key Actions 1,Identify common source
11,Outbreak Management,Key Actions 2,Environmental assessment
11,Outbreak Management,Key Actions 3,Public notification
11,Outbreak Management,Key Actions 4,Enhanced surveillance
11,Outbreak Management,Vaccination Role,Not recommended for outbreak control
11,Prevention > Vaccination,Recommended For 1,Travelers to endemic regions
11,Prevention > Vaccination,Recommended For 2,Laboratory workers
11,Prevention > Vaccination,Recommended For 3,Household contacts of carriers
11,Prevention > Vaccination,Protection Duration Years,2–3
11,Prevention > Vaccination,Limitations,Not fully protective
11,Prevention,Hygiene Measures 1,Hand washing after defecation
11,Prevention,Hygiene Measures 2,Hand washing before food handling
11,Prevention,Food And Water Safety 1,Boiled or bottled water
11,Prevention,Food And Water Safety 2,Avoid ice
11,Prevention,Food And Water Safety 3,Avoid raw foods
11,Prevention,Food And Water Safety 4,Consume pasteurized dairy only
11,Prevention,Food And Water Safety 5,Avoid street food
11,Chatbot Intents,Symptom Assessment 1,What are the symptoms of typhoid?
11,Chatbot Intents,Symptom Assessment 2,How does typhoid fever start?
11,Chatbot Intents,Diagnosis 1,How is typhoid diagnosed?
11,Chatbot Intents,Diagnosis 2,Which test confirms typhoid?
11,Chatbot Intents,Treatment 1,How is typhoid treated?
11,Chatbot Intents,Treatment 2,Which antibiotics cure typhoid?
11,Chatbot Intents,Prevention 1,How can typhoid be prevented?
11,Chatbot Intents,Prevention 2,Is there a typhoid vaccine?
11,Chatbot Intents,Public Health 1,When must typhoid be reported?
11,Chatbot Intents,Public Health 2,Who must stop working if infected?
12,Metadata,Disease,Typhoid Fever
12,Metadata,Alternate Name,Enteric Fever
12,Metadata,Guideline Title,Typhoid Management Guidelines 2022
12,Metadata,Issuing Body,Medical Microbiology & Infectious Diseases Society of Pakistan
12,Metadata,Geographic Context,Endemic regions with high antimicrobial resistance
12,Metadata,Last Updated,2022-06-22
12,Etiology,Typhoid,Salmonella enterica serovar Typhi
12,Etiology,Paratyphoid 1,Salmonella Paratyphi A
12,Etiology,Paratyphoid 2,Salmonella Paratyphi B
12,Etiology,Paratyphoid 3,Salmonella Paratyphi C
12,Etiology,Transmission,Fecal–oral
12,Etiology > Relative Severity,Typhi,More severe
12,Etiology > Relative Severity,Paratyphi,Less severe
12,Clinical Presentation > Incubation Period Days,Typical,7–14
12,Clinical Presentation > Incubation Period Days,Range,7–21
12,Clinical Presentation,Early Symptoms 1,Stepwise rising fever
12,Clinical Presentation,Early Symptoms 2,Headache
12,Clinical Presentation,Early Symptoms 3,Coated tongue
12,Clinical Presentation,Early Symptoms 4,Weakness
12,Clinical Presentation,Early Symptoms 5,Fatigue
12,Clinical Presentation,Early Symptoms 6,Myalgia
12,Clinical Presentation,Early Symptoms 7,Sweating
12,Clinical Presentation,Early Symptoms 8,Dry cough
12,Clinical Presentation,Early Symptoms 9,Loss of appetite
12,Clinical Presentation,Early Symptoms 10,Weight loss
12,Clinical Presentation,Gastrointestinal Features 1,Abdominal pain
12,Clinical Presentation,Gastrointestinal Features 2,Abdominal distension
12,Clinical Presentation,Gastrointestinal Features 3,Diarrhea
12,Clinical Presentation,Gastrointestinal Features 4,Constipation
12,Clinical Presentation > Dermatologic,Rash,Rose spots
12,Clinical Presentation,Late And Severe Features 1,Delirium
12,Clinical Presentation,Late And Severe Features 2,Intestinal perforation
12,Clinical Presentation,Late And Severe Features 3,Gastrointestinal hemorrhage
12,Clinical Presentation,Late And Severe Features 4,Encephalitis
12,Clinical Presentation,Late And Severe Features 5,Cranial neuritis
12,Clinical Presentation,Late And Severe Features 6,Septic shock
12,Clinical Presentation,Clinical Suspicion Rule,Any patient with fever >3 days with no clear focus in endemic area
12,Laboratory Findings,Common Results 1,Anemia
12,Laboratory Findings,Common Results 2,Relative leukopenia
12,Laboratory Findings,Common Results 3,Occasional thrombocytopenia
12,Laboratory Findings,Common Results 4,Mildly raised ESR
12,Laboratory Findings,Common Results 5,Raised liver transaminases
12,Laboratory Findings,Common Results 6,Raised serum bilirubin
12,Laboratory Findings,Common Results 7,Hyponatremia
12,Laboratory Findings,Common Results 8,Hypokalemia
12,Laboratory Findings,Tests To Rule Out 1,Malaria
12,Laboratory Findings,Tests To Rule Out 2,Dengue
12,Laboratory Findings,Tests To Rule Out 3,Acute viral hepatitis
12,Microbiological Diagnosis,Gold Standard,Blood culture
12,Microbiological Diagnosis,Culture Sources 1,Blood
12,Microbiological Diagnosis,Culture Sources 2,Bone marrow
12,Microbiological Diagnosis,Culture Sources 3,Urine
12,Microbiological Diagnosis,Culture Sources 4,Stool
12,Microbiological Diagnosis,Culture Sources 5,Rose spot biopsy
12,Microbiological Diagnosis,Culture Sources 6,Duodenal aspirate
12,Microbiological Diagnosis > Culture Sensitivity,Blood,40–80%
12,Microbiological Diagnosis > Culture Sensitivity,Bone Marrow,≈90% (even after antibiotics)
12,Microbiological Diagnosis > Blood Culture Guidelines,Timing,Before antibiotics whenever possible
12,Microbiological Diagnosis > Blood Culture Guidelines,Volume Adults Ml,20
12,Microbiological Diagnosis > Blood Culture Guidelines > Volume Children Ml,<5 Years,3–5
12,Microbiological Diagnosis > Blood Culture Guidelines > Volume Children Ml,5–12 Years,5–10
12,Microbiological Diagnosis > Blood Culture Guidelines > Volume Children Ml,>12 Years,10–15
12,Microbiological Diagnosis > Blood Culture Guidelines,Repeat Culture,If no response after 7–9 days
12,Microbiological Diagnosis > Serology,Tests 1,Widal
12,Microbiological Diagnosis > Serology,Tests 2,TyphiDOT
12,Microbiological Diagnosis > Serology,Recommendation,NOT recommended due to low sensitivity and specificity
12,Case Definitions > Suspected Or Probable,Criteria 1,Fever ≥38°C for ≥5 days
12,Case Definitions > Suspected Or Probable,Criteria 2,Rising fever trend
12,Case Definitions > Suspected Or Probable,Criteria 3,No alternative diagnosis
12,Case Definitions > Confirmed,Criteria 1,Persistent fever ≥3 days
12,Case Definitions > Confirmed,Criteria 2,Isolation of S. Typhi from blood or bone marrow
12,Case Definitions > Chronic Carrier,Definition,Excretion of S. Typhi in stool or urine for >1 year
12,Drug Resistance Classification,Non Resistant,Sensitive to first-line drugs and cephalosporins
12,Drug Resistance Classification,Mdr,"Resistant to first-line drugs, sensitive to cephalosporins"
12,Drug Resistance Classification,Xdr,"Resistant to first-line, fluoroquinolones, and cephalosporins"
12,Drug Resistance Classification,Esbl Positive,"Cephalosporin resistant, may be sensitive to older agents"
12,Management Principles,General Rules 1,Always send blood cultures before antibiotics
12,Management Principles,General Rules 2,Do not use serological tests
12,Management Principles,General Rules 3,Do not rush antibiotic change before 5–7 days
12,Management Principles,General Rules 4,Monitor for complications closely
12,General,Supportive Care 1,Antipyretics
12,General,Supportive Care 2,Adequate hydration
12,General,Supportive Care 3,Electrolyte correction
12,General,Supportive Care 4,"Soft, easily digestible diet"
12,General,Supportive Care 5,Monitoring vitals and labs in severe disease
12,Empiric Treatment,Initial Options 1,Oral Azithromycin
12,Empiric Treatment,Initial Options 2,IV Ceftriaxone
12,Empiric Treatment,Escalation Criteria 1,No improvement after 5 days
12,Empiric Treatment,Escalation Criteria 2,Clinical deterioration
12,Empiric Treatment,Escalation Criteria 3,Development of complications
12,Empiric Treatment,Escalation Drug,IV Carbapenem
12,Definitive Treatment > Non Resistant,Duration Days,14
12,Definitive Treatment > Non Resistant,Options 1,Ceftriaxone
12,Definitive Treatment > Non Resistant,Options 2,Cefixime
12,Definitive Treatment > Non Resistant,Options 3,Ciprofloxacin
12,Definitive Treatment > Non Resistant,Options 4,Chloramphenicol
12,Definitive Treatment > Non Resistant,Options 5,Trimethoprim-Sulfamethoxazole
12,Definitive Treatment > Non Resistant,Options 6,Ampicillin/Amoxicillin
12,Definitive Treatment > Mdr,Drug,Third-generation cephalosporins
12,Definitive Treatment > Mdr,Duration Days,14
12,Definitive Treatment > Xdr,Stable Patient,Azithromycin
12,Definitive Treatment > Xdr,Unstable Patient 1,Meropenem
12,Definitive Treatment > Xdr,Unstable Patient 2,Imipenem
12,Definitive Treatment > Xdr,Unstable Patient 3,Ertapenem
12,Definitive Treatment > Xdr,Duration Days,10–14
12,Definitive Treatment > Esbl Positive,Strategy,De-escalate to susceptible first-line agent
12,Definitive Treatment > Esbl Positive,Duration Days,14
12,Antibiotic Dosing > Azithromycin,<60Kg,"1g loading, then 500mg daily for 7–10 days"
12,Antibiotic Dosing > Azithromycin,>60Kg,1g daily for 7–10 days
12,Antibiotic Dosing,Ceftriaxone,1–2g daily (10–14 days)
12,Antibiotic Dosing,Cefixime,400mg q12h (10–14 days)
12,Antibiotic Dosing,Meropenem,1g q8h IV (10–14 days)
12,Antibiotic Dosing,Imipenem,500mg q6h or 1g q8h IV
12,Antibiotic Dosing,Ertapenem,1g daily IV
12,Complicated Typhoid,Features 1,Jaundice
12,Complicated Typhoid,Features 2,Altered mental status
12,Complicated Typhoid,Features 3,Severe abdominal pain
12,Complicated Typhoid,Features 4,GI bleeding
12,Complicated Typhoid,Features 5,Septic shock
12,Complicated Typhoid,Management,Tertiary care center
12,Follow Up,Monitoring Period Months,3
12,Follow Up,Watch For 1,Relapse
12,Follow Up,Watch For 2,Complications
12,Follow Up,Watch For 3,Chronic carriage
12,Prevention > Vaccines > Vi Polysaccharide,Age,>2 years
12,Prevention > Vaccines > Vi Polysaccharide,Revaccination Years,3
12,Prevention > Vaccines > Typhoid Conjugate Vaccine,Age,≥6 months
12,Prevention > Vaccines > Typhoid Conjugate Vaccine,Protection,≥3 years
12,Prevention,Who Should Be Vaccinated 1,Household contacts
12,Prevention,Who Should Be Vaccinated 2,Healthcare workers
12,Prevention,Who Should Be Vaccinated 3,Food handlers
12,Prevention,Hygiene Measures 1,Hand washing
12,Prevention,Hygiene Measures 2,Boiled water
12,Prevention,Hygiene Measures 3,Avoid street food
12,Prevention,Hygiene Measures 4,Avoid raw produce
12,Prevention,Hygiene Measures 5,Fly control
12,Chatbot Intents,Symptoms 1,What are symptoms of typhoid?
12,Chatbot Intents,Symptoms 2,How does typhoid start?
12,Chatbot Intents,Diagnosis 1,Which test confirms typhoid?
12,Chatbot Intents,Diagnosis 2,Why is Widal not recommended?
12,Chatbot Intents,Treatment 1,How is XDR typhoid treated?
12,Chatbot Intents,Treatment 2,What antibiotics are used for typhoid?
12,Chatbot Intents,Prevention 1,Is there a typhoid vaccine?
12,Chatbot Intents,Prevention 2,How can typhoid be prevented?
13,Disease,Name,Typhoid Fever
13,Disease,Alternate Names 1,Enteric Fever
13,Disease,Causative Agents 1,Salmonella enterica serovar Typhi
13,Disease,Causative Agents 2,Salmonella Paratyphi A
13,Disease,Causative Agents 3,Salmonella Paratyphi B
13,Disease,Causative Agents 4,Salmonella Paratyphi C
13,Disease,Disease Type,Bacterial infectious disease
13,Disease,Transmission Route,Fecal-oral
13,Disease,Incubation Period Days,7–14
13,Disease,Host,Humans only
13,Etiology,Family,Enterobacteriaceae
13,Etiology > Bacterial Characteristics,Gram Stain,Gram-negative
13,Etiology > Bacterial Characteristics,Motility,Motile (flagella)
13,Etiology > Bacterial Characteristics,Acid Sensitivity,Acid-sensitive except some resistant strains
13,Etiology,Risk Factors 1,Contaminated food and water
13,Etiology,Risk Factors 2,Poor sanitation
13,Etiology,Risk Factors 3,Overcrowding
13,Etiology,Risk Factors 4,Malnutrition
13,Etiology,Risk Factors 5,Use of broad-spectrum antibiotics
13,Etiology,Risk Factors 6,Reduced gastric acidity
13,Etiology,Risk Factors 7,Poor personal hygiene
13,Epidemiology,Global Cases Per Year,≈26 million
13,Epidemiology,Global Deaths Per Year,"≈215,000"
13,Epidemiology,High Risk Regions 1,South Asia
13,Epidemiology,High Risk Regions 2,India
13,Epidemiology,High Risk Regions 3,Pakistan
13,Epidemiology,High Risk Regions 4,Bangladesh
13,Epidemiology,High Risk Regions 5,South-Central Asia
13,Epidemiology,High Risk Regions 6,Southern Africa
13,Epidemiology > Carrier State,Chronic Carriers Percentage,≈4%
13,Epidemiology > Carrier State,Duration Of Shedding,Up to 1 year
13,Epidemiology > Carrier State,High Risk Groups 1,Women
13,Epidemiology > Carrier State,High Risk Groups 2,Gallbladder disease patients
13,Epidemiology > Carrier State,High Risk Groups 3,Cholelithiasis patients
13,Pathophysiology,Virulence Factors 1,Vi antigen (capsule)
13,Pathophysiology,Virulence Factors 2,O antigen (LPS endotoxin)
13,Pathophysiology,Virulence Factors 3,H antigen (flagella)
13,Pathophysiology,Virulence Factors 4,Typhoid toxin
13,Pathophysiology,Virulence Factors 5,Type III secretion system
13,Pathophysiology,Infection Process 1,Survival through stomach acid
13,Pathophysiology,Infection Process 2,Attachment to intestinal mucosa
13,Pathophysiology,Infection Process 3,Invasion via M cells
13,Pathophysiology,Infection Process 4,Replication inside macrophages
13,Pathophysiology,Infection Process 5,Primary bacteremia (asymptomatic)
13,Pathophysiology,Infection Process 6,Secondary bacteremia (symptomatic)
13,Pathophysiology,Affected Organs 1,Intestine (Peyer’s patches)
13,Pathophysiology,Affected Organs 2,Liver
13,Pathophysiology,Affected Organs 3,Spleen
13,Pathophysiology,Affected Organs 4,Bone marrow
13,Pathophysiology,Affected Organs 5,Gallbladder
13,Pathophysiology,Complications 1,Intestinal ulceration
13,Pathophysiology,Complications 2,Hemorrhage
13,Pathophysiology,Complications 3,Septic shock
13,Pathophysiology,Complications 4,Chronic carrier state
13,Signs And Symptoms,General 1,High fever
13,Signs And Symptoms,General 2,Weakness
13,Signs And Symptoms,General 3,Fatigue
13,Signs And Symptoms,General 4,Sweating
13,Signs And Symptoms,General 5,Loss of appetite
13,Signs And Symptoms,General 6,Weight loss
13,Signs And Symptoms,Gastrointestinal 1,Abdominal pain
13,Signs And Symptoms,Gastrointestinal 2,Diarrhea
13,Signs And Symptoms,Gastrointestinal 3,Constipation
13,Signs And Symptoms,Gastrointestinal 4,Extremely swollen abdomen
13,Signs And Symptoms,Neurological 1,Headache
13,Signs And Symptoms,Neurological 2,Confusion (severe cases)
13,Signs And Symptoms,Dermatological 1,Rose spots (rash)
13,Signs And Symptoms,Respiratory 1,Dry cough
13,Transmission,Primary Modes 1,Contaminated drinking water
13,Transmission,Primary Modes 2,Contaminated food
13,Transmission,Primary Modes 3,Poor food handling
13,Transmission,High Risk Foods 1,Ice cream
13,Transmission,High Risk Foods 2,Raw fruits and vegetables
13,Transmission,High Risk Foods 3,Shellfish
13,Transmission,High Risk Foods 4,Food fertilized with sewage
13,Transmission > Dose Response,High Dose,"Short incubation, high attack rate"
13,Transmission > Dose Response,Low Dose,"Long incubation, lower attack rate"
13,Diagnosis,Clinical Criteria 1,Fever > 3 days
13,Diagnosis,Clinical Criteria 2,GI symptoms
13,Diagnosis,Clinical Criteria 3,Travel or residence in endemic area
13,Diagnosis > Laboratory Tests > Blood Culture,Status,Most common
13,Diagnosis > Laboratory Tests > Blood Culture,Sensitivity,30–50%
13,Diagnosis > Laboratory Tests > Blood Culture,Best Time,Second week
13,Diagnosis > Laboratory Tests > Stool Culture,Best Time,Second and third week
13,Diagnosis > Laboratory Tests > Stool Culture,Sensitivity,≈37%
13,Diagnosis > Laboratory Tests > Bone Marrow Culture,Gold Standard,True
13,Diagnosis > Laboratory Tests > Bone Marrow Culture,Sensitivity,≈90%
13,Diagnosis > Laboratory Tests > Bone Marrow Culture,Limitations 1,Invasive
13,Diagnosis > Laboratory Tests > Bone Marrow Culture,Limitations 2,Expensive
13,Diagnosis > Laboratory Tests,Serological Tests 1,Widal test
13,Diagnosis > Laboratory Tests,Serological Tests 2,Antibody detection
13,Diagnosis > Laboratory Tests,Molecular Tests 1,PCR for typhoid DNA
13,Widal Test,Purpose,Detection of antibodies against Salmonella antigens
13,Widal Test,Antigens Tested 1,O
13,Widal Test,Antigens Tested 2,H
13,Widal Test,Antigens Tested 3,AH
13,Widal Test,Antigens Tested 4,BH
13,Widal Test,Procedure 1,Add positive control
13,Widal Test,Procedure 2,Add negative control
13,Widal Test,Procedure 3,Add patient serum
13,Widal Test,Procedure 4,Add specific antigens
13,Widal Test,Procedure 5,Mix and rock slide
13,Widal Test,Procedure 6,Observe agglutination within 1 minute
13,Widal Test > Interpretation,Positive,Visible agglutination
13,Widal Test > Interpretation,Negative,No agglutination
13,Treatment,Primary Treatment,Antibiotic therapy
13,Treatment,Recommended Antibiotics 1,Ceftriaxone
13,Treatment,Recommended Antibiotics 2,Azithromycin
13,Treatment > Resistance Notes,Resistant To 1,Chloramphenicol
13,Treatment > Resistance Notes,Resistant To 2,Ampicillin
13,Treatment > Resistance Notes,Resistant To 3,Cotrimoxazole
13,Treatment > Resistance Notes,Resistant To 4,Fluoroquinolones
13,Treatment > Resistance Notes,Reason,Multidrug-resistant Salmonella strains
13,Prevention,Water Safety 1,Clean drinking water
13,Prevention,Water Safety 2,Proper water treatment
13,Prevention,Food Hygiene 1,Hand washing
13,Prevention,Food Hygiene 2,Avoid raw food
13,Prevention,Food Hygiene 3,Eat freshly cooked food
13,Prevention,Sanitation 1,Safe disposal of human waste
13,Prevention,Sanitation 2,Sewage treatment
13,Prevention,Sanitation 3,Avoid use of human excreta as fertilizer
13,Prevention > Vaccination > Oral Vaccine,Minimum Age,6 years
13,Prevention > Vaccination > Oral Vaccine,Schedule,"4 doses, alternate days"
13,Prevention > Vaccination > Injectable Vaccine,Minimum Age,2 years
13,Prevention > Vaccination > Injectable Vaccine,Timing,2 weeks before exposure
13,Outcomes And Learning,Key Understandings 1,Disease pathology
13,Outcomes And Learning,Key Understandings 2,Modes of transmission
13,Outcomes And Learning,Key Understandings 3,Diagnostic techniques
13,Outcomes And Learning,Key Understandings 4,Treatment strategies
13,Outcomes And Learning,Key Understandings 5,Preventive measures
13,General,Chatbot Use Cases 1,Symptom checker
13,General,Chatbot Use Cases 2,Patient education
13,General,Chatbot Use Cases 3,Medical student learning
13,General,Chatbot Use Cases 4,Public health awareness
13,General,Chatbot Use Cases 5,Diagnostic guidance (non-clinical)
14,Disease,Name,Typhoid Fever
14,Disease,Causative Agent,Salmonella Typhi
14,Disease,Disease Type,Life-threatening bacterial infection
14,Disease,Primary Transmission 1,Contaminated food
14,Disease,Primary Transmission 2,Contaminated water
14,Disease,Human Reservoir,True
14,Key Facts,Annual Global Cases,9000000
14,Key Facts,Annual Global Deaths,110000
14,Key Facts,Data Reference Year,2019
14,Key Facts,Severity,Can cause serious complications or death if untreated
14,Key Facts,Antibiotic Resistance,Increasing and complicating treatment
14,Key Facts,Vaccine Availability,WHO-prequalified typhoid conjugate vaccines available
14,Overview,Infection Process 1,Ingestion of Salmonella Typhi
14,Overview,Infection Process 2,Bacterial multiplication in intestine
14,Overview,Infection Process 3,Spread into bloodstream
14,Overview,Global Challenges 1,Urbanization
14,Overview,Global Challenges 2,Climate change
14,Overview,Global Challenges 3,Antimicrobial resistance
14,Overview,Global Challenges 4,Poor access to safe water
14,Overview,Global Challenges 5,Inadequate sanitation
14,Symptoms,Common Symptoms 1,Prolonged high fever
14,Symptoms,Common Symptoms 2,Fatigue
14,Symptoms,Common Symptoms 3,Headache
14,Symptoms,Common Symptoms 4,Nausea
14,Symptoms,Common Symptoms 5,Abdominal pain
14,Symptoms,Common Symptoms 6,Constipation
14,Symptoms,Common Symptoms 7,Diarrhoea
14,Symptoms,Additional Symptoms 1,Rash
14,Symptoms,Severe Outcomes 1,Serious complications
14,Symptoms,Severe Outcomes 2,Death
14,Symptoms,Diagnostic Confirmation 1,Blood testing
14,Epidemiology And Burden,Global Distribution 1,WHO African Region
14,Epidemiology And Burden,Global Distribution 2,WHO Eastern Mediterranean Region
14,Epidemiology And Burden,Global Distribution 3,WHO South-East Asia Region
14,Epidemiology And Burden,Global Distribution 4,WHO Western Pacific Region
14,Epidemiology And Burden,High Risk Populations 1,Children
14,Epidemiology And Burden,High Risk Populations 2,Populations without safe water
14,Epidemiology And Burden,High Risk Populations 3,Populations with poor sanitation
14,Epidemiology And Burden > Historical Trend,Industrialized Countries,Drastic reduction due to antibiotics and improved living conditions
14,Epidemiology And Burden > Historical Trend,Developing Countries,Ongoing public health problem
14,Risk Factors,Environmental 1,Lack of safe drinking water
14,Risk Factors,Environmental 2,Poor sanitation
14,Risk Factors,Environmental 3,Urban overcrowding
14,Risk Factors,Individual 1,Poor hygiene
14,Risk Factors,Individual 2,Exposure during travel to endemic areas
14,Treatment,Primary Treatment,Antibiotics
14,Treatment,Treatment Challenges 1,Antimicrobial resistance
14,Treatment,Treatment Challenges 2,Higher treatment cost in endemic regions
14,Treatment,Post Treatment Considerations 1,Patients may continue to carry bacteria
14,Treatment,Post Treatment Considerations 2,Bacteria can be shed in faeces
14,Treatment,Post Treatment Considerations 3,Risk of transmission persists
14,Treatment,Patient Instructions 1,Complete full antibiotic course
14,Treatment,Patient Instructions 2,Wash hands with soap after using toilet
14,Treatment,Patient Instructions 3,Avoid preparing food for others
14,Treatment,Patient Instructions 4,Undergo testing to confirm bacterial clearance
14,Prevention,Core Strategies 1,Access to safe drinking water
14,Prevention,Core Strategies 2,Adequate sanitation
14,Prevention,Core Strategies 3,Food hygiene
14,Prevention,Core Strategies 4,Hand hygiene
14,Prevention,Core Strategies 5,Vaccination
14,Prevention > Vaccination > Typhoid Conjugate Vaccine,Description,Purified Vi antigen linked to a carrier protein
14,Prevention > Vaccination > Typhoid Conjugate Vaccine,Dose Schedule,Single injectable dose
14,Prevention > Vaccination > Typhoid Conjugate Vaccine > Age Eligibility,Children,From 6 months of age
14,Prevention > Vaccination > Typhoid Conjugate Vaccine > Age Eligibility,Adults,Up to 45 years or 65 years (depending on vaccine)
14,Prevention > Vaccination > Typhoid Conjugate Vaccine,Advantages 1,Long-lasting immunity
14,Prevention > Vaccination > Typhoid Conjugate Vaccine,Advantages 2,Single-dose schedule
14,Prevention > Vaccination > Typhoid Conjugate Vaccine,Advantages 3,Suitable for infants
14,Prevention > Vaccination > Older Vaccines > Injectable Polysaccharide Vaccine,Minimum Age,2 years
14,Prevention > Vaccination > Older Vaccines > Injectable Polysaccharide Vaccine,Limitations 1,Shorter immunity
14,Prevention > Vaccination > Older Vaccines > Injectable Polysaccharide Vaccine,Limitations 2,Requires booster doses
14,Prevention > Vaccination > Older Vaccines > Oral Live Attenuated Vaccine,Minimum Age,6 years
14,Prevention > Vaccination > Older Vaccines > Oral Live Attenuated Vaccine,Limitations 1,Shorter immunity
14,Prevention > Vaccination > Older Vaccines > Oral Live Attenuated Vaccine,Limitations 2,Not suitable for young children
14,Traveller Guidance,Risk Level,Present in all endemic regions
14,Traveller Guidance,Vaccination Recommendation,Vaccination recommended for high-risk destinations
14,Traveller Guidance,Food And Water Safety 1,Eat food that is fully cooked and hot
14,Traveller Guidance,Food And Water Safety 2,Avoid raw milk and raw milk products
14,Traveller Guidance,Food And Water Safety 3,Drink boiled or pasteurized milk
14,Traveller Guidance,Food And Water Safety 4,Avoid ice made from unsafe water
14,Traveller Guidance,Food And Water Safety 5,Boil or disinfect drinking water
14,Traveller Guidance,Food And Water Safety 6,Wash hands frequently with soap
14,Traveller Guidance,Food And Water Safety 7,Wash and peel fruits and vegetables
14,Who Response > Sage Recommendation,Year,2017
14,Who Response > Sage Recommendation,Action,Add typhoid conjugate vaccine to routine childhood immunization in endemic countries
14,Who Response > Sage Recommendation,Priority Countries 1,High disease burden countries
14,Who Response > Sage Recommendation,Priority Countries 2,Countries with high antibiotic resistance
14,Who Response > Gavi Support,Start Year,2019
14,Who Response > Gavi Support,Purpose,Funding support for typhoid conjugate vaccine introduction
14,Who Response > Who Prequalification,Vaccines Prequalified,2
14,Who Response > Who Prequalification,Status Year,2023
14,Who Response > Who Prequalification,Key Benefit,Longer-lasting immunity with single dose
14,Who Response,Public Health Impact 1,Reduced typhoid burden
14,Who Response,Public Health Impact 2,Lives saved
14,Who Response,Public Health Impact 3,Reduced antibiotic use
14,Who Response,Public Health Impact 4,Slower development of antimicrobial resistance
14,General,Chatbot Applications 1,WHO health education chatbot
14,General,Chatbot Applications 2,Symptom awareness assistant
14,General,Chatbot Applications 3,Vaccination eligibility checker
14,General,Chatbot Applications 4,Traveller safety chatbot
14,General,Chatbot Applications 5,Public health surveillance support
14,General,Chatbot Applications 6,Antibiotic resistance education
