Record,Section,Field,Value
19,Nutrition And Recovery,Feeding Guidance 2,Continue breastfeeding always
19,Nutrition And Recovery,Feeding Guidance 3,No need for specialized diets in most cases
19,Nutrition And Recovery > Zinc Prevention Effect,Diarrhea Incidence Reduction Percent,13
19,Cost Effectiveness,Most Cost Effective 1,ORS
19,Cost Effectiveness,Most Cost Effective 2,Zinc supplementation
19,Cost Effectiveness,Most Cost Effective 3,Rotavirus vaccination
19,Cost Effectiveness,Most Cost Effective 4,Household water treatment
19,Cost Effectiveness,Moderate Cost Effectiveness 1,Sanitation
19,Cost Effectiveness,Moderate Cost Effectiveness 2,Piped water
19,Cost Effectiveness,Moderate Cost Effectiveness 3,Cholera vaccine (selected settings)
19,Chatbot Intents,Education 1,what_is_diarrheal_disease
19,Chatbot Intents,Education 2,why_diarrhea_is_dangerous
19,Chatbot Intents,Risk Assessment 1,is_my_child_at_risk
19,Chatbot Intents,Risk Assessment 2,signs_of_severe_diarrhea
19,Chatbot Intents,Treatment 1,how_to_use_ors
19,Chatbot Intents,Treatment 2,when_are_antibiotics_needed
19,Chatbot Intents,Prevention 1,how_to_prevent_diarrhea
19,Chatbot Intents,Prevention 2,role_of_breastfeeding_and_vaccines
19,Chatbot Intents,Policy 1,most_effective_diarrhea_interventions
19,Chatbot Intents,Policy 2,why_mortality_fell_but_incidence_did_not
20,Kb Metadata,Domain,global_child_health
20,Kb Metadata,Topic,childhood_diarrhoeal_disease
20,Kb Metadata > Source,Title,Diarrhoea: Why children are still dying and what can be done
20,Kb Metadata > Source,Organizations 1,UNICEF
20,Kb Metadata > Source,Organizations 2,World Health Organization
20,Kb Metadata > Source,Year,2009
20,Kb Metadata > Source,Isbn 1,978-92-806-4462-3
20,Kb Metadata > Source,Isbn 2,978-92-4-159841-5
20,Kb Metadata > Source,Document Type,Global policy and evidence report
20,Kb Metadata > Source,Target Population,Children under 5 years
20,Core Definition,Clinical Definition,"Passing loose or watery stools at least three times per day, or more frequently than normal for an individual"
20,Core Definition,Life Threatening Mechanism,Rapid fluid and electrolyte loss leading to dehydration
20,Core Definition > Special Cases,Breastfed Infants,Loose pasty stools are normal and not considered diarrhoea
20,Global Burden,Annual Child Deaths Under 5,1500000
20,Global Burden,Share Of Under5 Mortality Percent,16
20,Global Burden,Ranking,Second leading cause of death after pneumonia
20,Global Burden,Comparison,"Kills more children than AIDS, malaria, and measles combined"
20,Global Burden,Annual Cases Under 5,2500000000
20,Global Burden,Incidence Trend,Relatively stable over past two decades
20,Geographical Distribution,Regions With Highest Burden 1,Sub-Saharan Africa
20,Geographical Distribution,Regions With Highest Burden 2,South Asia
20,Geographical Distribution > Share Of Global Deaths Percent,Africa And South Asia,>80
20,Geographical Distribution > Top 15 Countries By Deaths 2004 1,Country,India
20,Geographical Distribution > Top 15 Countries By Deaths 2004 1,Deaths,386600
20,Geographical Distribution > Top 15 Countries By Deaths 2004 2,Country,Nigeria
20,Geographical Distribution > Top 15 Countries By Deaths 2004 2,Deaths,151700
20,Geographical Distribution > Top 15 Countries By Deaths 2004 3,Country,DR Congo
20,Geographical Distribution > Top 15 Countries By Deaths 2004 3,Deaths,89900
20,Geographical Distribution > Top 15 Countries By Deaths 2004 4,Country,Afghanistan
20,Geographical Distribution > Top 15 Countries By Deaths 2004 4,Deaths,82100
20,Geographical Distribution > Top 15 Countries By Deaths 2004 5,Country,Ethiopia
20,Geographical Distribution > Top 15 Countries By Deaths 2004 5,Deaths,73700
20,Geographical Distribution > Top 15 Countries By Deaths 2004 6,Country,Pakistan
20,Geographical Distribution > Top 15 Countries By Deaths 2004 6,Deaths,53300
20,Geographical Distribution > Top 15 Countries By Deaths 2004 7,Country,Bangladesh
20,Geographical Distribution > Top 15 Countries By Deaths 2004 7,Deaths,50800
20,Geographical Distribution > Top 15 Countries By Deaths 2004 8,Country,China
20,Geographical Distribution > Top 15 Countries By Deaths 2004 8,Deaths,40000
20,Geographical Distribution > Top 15 Countries By Deaths 2004 9,Country,Uganda
20,Geographical Distribution > Top 15 Countries By Deaths 2004 9,Deaths,29300
20,Geographical Distribution > Top 15 Countries By Deaths 2004 10,Country,Kenya
20,Geographical Distribution > Top 15 Countries By Deaths 2004 10,Deaths,27400
20,Geographical Distribution > Top 15 Countries By Deaths 2004 11,Country,Niger
20,Geographical Distribution > Top 15 Countries By Deaths 2004 11,Deaths,26400
20,Geographical Distribution > Top 15 Countries By Deaths 2004 12,Country,Burkina Faso
20,Geographical Distribution > Top 15 Countries By Deaths 2004 12,Deaths,24300
20,Geographical Distribution > Top 15 Countries By Deaths 2004 13,Country,Tanzania
20,Geographical Distribution > Top 15 Countries By Deaths 2004 13,Deaths,23900
20,Geographical Distribution > Top 15 Countries By Deaths 2004 14,Country,Mali
20,Geographical Distribution > Top 15 Countries By Deaths 2004 14,Deaths,20900
20,Geographical Distribution > Top 15 Countries By Deaths 2004 15,Country,Angola
20,Geographical Distribution > Top 15 Countries By Deaths 2004 15,Deaths,19700
20,Age And Vulnerability,Highest Risk Age,First two years of life
20,Age And Vulnerability,Reasons 1,Immature immune system
20,Age And Vulnerability,Reasons 2,Higher body water proportion
20,Age And Vulnerability,Reasons 3,Higher metabolic rate
20,Age And Vulnerability,Reasons 4,Limited kidney ability to conserve water
20,Age And Vulnerability,Reasons 5,Introduction of contaminated complementary foods
20,Main Types Of Diarrhoea > Acute Watery,Duration,Hours to days
20,Main Types Of Diarrhoea > Acute Watery,Primary Risk,Severe dehydration
20,Main Types Of Diarrhoea > Acute Watery,Common Pathogens 1,Rotavirus
20,Main Types Of Diarrhoea > Acute Watery,Common Pathogens 2,Enterotoxigenic E. coli
20,Main Types Of Diarrhoea > Acute Watery,Common Pathogens 3,Vibrio cholerae
20,Main Types Of Diarrhoea > Bloody Diarrhoea,Alias,Dysentery
20,Main Types Of Diarrhoea > Bloody Diarrhoea,Primary Risk,Intestinal damage and nutrient loss
20,Main Types Of Diarrhoea > Bloody Diarrhoea,Main Pathogen,Shigella
20,Main Types Of Diarrhoea > Persistent Diarrhoea,Duration,14 days or more
20,Main Types Of Diarrhoea > Persistent Diarrhoea,High Risk Groups 1,Undernourished children
20,Main Types Of Diarrhoea > Persistent Diarrhoea,High Risk Groups 2,Children with HIV
20,Main Types Of Diarrhoea > Persistent Diarrhoea,Mortality Risk,Very high
20,Causes And Transmission > Pathogen Categories,Viral 1,Rotavirus
20,Causes And Transmission > Pathogen Categories,Viral 2,Norovirus
20,Causes And Transmission > Pathogen Categories,Viral 3,Adenovirus
20,Causes And Transmission > Pathogen Categories,Bacterial 1,E. coli
20,Causes And Transmission > Pathogen Categories,Bacterial 2,Shigella
20,Causes And Transmission > Pathogen Categories,Bacterial 3,Campylobacter
20,Causes And Transmission > Pathogen Categories,Bacterial 4,Salmonella
20,Causes And Transmission > Pathogen Categories,Bacterial 5,Vibrio cholerae
20,Causes And Transmission > Pathogen Categories,Protozoal 1,Cryptosporidium
20,Causes And Transmission > Pathogen Categories,Protozoal 2,Giardia
20,Causes And Transmission,Transmission Route,Fecal–oral
20,Causes And Transmission,Common Pathways 1,Contaminated water
20,Causes And Transmission,Common Pathways 2,Contaminated food
20,Causes And Transmission,Common Pathways 3,Unwashed hands
20,Causes And Transmission,Common Pathways 4,Unsafe disposal of child faeces
20,Nutrition And Diarrhoea Cycle,Relationship,Bidirectional
20,Nutrition And Diarrhoea Cycle,Effects Of Undernutrition 1,More severe diarrhoea
20,Nutrition And Diarrhoea Cycle,Effects Of Undernutrition 2,Longer duration
20,Nutrition And Diarrhoea Cycle,Effects Of Undernutrition 3,Higher mortality risk
20,Nutrition And Diarrhoea Cycle,Effects Of Diarrhoea 1,Reduced nutrient absorption
20,Nutrition And Diarrhoea Cycle,Effects Of Diarrhoea 2,Loss of appetite
20,Nutrition And Diarrhoea Cycle,Effects Of Diarrhoea 3,Increased stunting risk
20,Nutrition And Diarrhoea Cycle > Stunting Link,Risk Increases With Each Episode,True
20,Hiv Interaction,Increased Risk,True
20,Hiv Interaction,Persistent Diarrhoea Mortality Multiplier,11
20,Hiv Interaction,Management,"Same diarrhoea treatment principles as non-HIV children, plus ART evaluation"
20,Prevention Measures > Water Sanitation Hygiene,Attributable Deaths Percent,88
20,Prevention Measures > Water Sanitation Hygiene > Handwashing With Soap,Diarrhoea Reduction Percent,>40
20,Prevention Measures > Water Sanitation Hygiene > Improved Sanitation,Median Incidence Reduction Percent,36
20,Prevention Measures > Water Sanitation Hygiene > Household Water Treatment,Incidence Reduction Percent,Up to 47
20,Prevention Measures > Breastfeeding,Exclusive First 6 Months,Strong protection
20,Prevention Measures > Breastfeeding,Mortality Risk If Not Breastfed Under 2 Months,6x higher
20,Prevention Measures > Breastfeeding,Current Coverage Percent,37
20,Prevention Measures > Micronutrients > Vitamin A,Mortality Reduction Percent Range 1,19
20,Prevention Measures > Micronutrients > Vitamin A,Mortality Reduction Percent Range 2,54
20,Prevention Measures > Micronutrients > Zinc,Reduces Incidence,True
20,Prevention Measures > Immunization > Rotavirus,Share Of Hospitalizations Percent,40
20,Prevention Measures > Immunization > Rotavirus,Annual Deaths,"350,000–600,000"
20,Prevention Measures > Immunization > Rotavirus,Who Recommendation,Universal inclusion
20,Prevention Measures > Immunization > Measles,Diarrhoea As Complication,True
20,Treatment,Cornerstone,Oral rehydration therapy (ORT)
20,Treatment > Ors,Mechanism,Sodium–glucose co-transport restores water absorption
20,Treatment > Ors > Low Osmolarity Benefits,Stool Reduction Percent,20
20,Treatment > Ors > Low Osmolarity Benefits,Vomiting Reduction Percent,30
20,Treatment > Ors > Low Osmolarity Benefits,Iv Fluids Reduction Percent,33
20,Treatment > Zinc,Course Days,10–14
20,Treatment > Zinc > Benefits,Acute Duration Reduction Percent,25
20,Treatment > Zinc > Benefits,Persistent Failure Or Death Reduction Percent,40
20,Treatment > Feeding,Recommendation,Continue feeding and breastfeeding during diarrhoea
20,Coverage Gaps,Ors And Feeding Coverage Percent,39
20,Coverage Gaps,Lowest Coverage Regions 1,Africa
20,Coverage Gaps,Lowest Coverage Regions 2,South Asia
20,Coverage Gaps,Inequities 1,Rural households
20,Coverage Gaps,Inequities 2,Poorest households
20,Seven Point Plan,Treatment Package 1,Low-osmolarity ORS
20,Seven Point Plan,Treatment Package 2,Zinc supplementation
20,Seven Point Plan,Treatment Package 3,Continued feeding
20,Seven Point Plan,Prevention Package 1,Rotavirus and measles vaccination
20,Seven Point Plan,Prevention Package 2,Exclusive breastfeeding
20,Seven Point Plan,Prevention Package 3,Vitamin A supplementation
20,Seven Point Plan,Prevention Package 4,Handwashing with soap
20,Seven Point Plan,Prevention Package 5,Improved drinking water
20,Seven Point Plan,Prevention Package 6,Household water treatment and safe storage
20,Seven Point Plan,Prevention Package 7,Community-wide sanitation
20,Chatbot Intents,Education 1,why_children_die_from_diarrhea
20,Chatbot Intents,Education 2,what_is_diarrhea
20,Chatbot Intents,Risk Assessment 1,is_my_child_at_risk
20,Chatbot Intents,Risk Assessment 2,danger_signs_of_diarrhea
20,Chatbot Intents,Prevention 1,how_to_prevent_diarrhea
20,Chatbot Intents,Prevention 2,role_of_handwashing_and_breastfeeding
20,Chatbot Intents,Treatment 1,how_to_use_ors
20,Chatbot Intents,Treatment 2,why_zinc_is_important
20,Chatbot Intents,Policy 1,what_is_the_7_point_plan
20,Chatbot Intents,Policy 2,why_diarrhea_remains_a_top_killer
21,Kb Metadata,Domain,paediatric_infectious_diseases
21,Kb Metadata,Topic,paediatric_diarrhoeal_diseases
21,Kb Metadata > Source,Title,Paediatric Infectious Diarrhoea in Resource-Limited Settings
21,Kb Metadata > Source,Author,"Gianluca Russo, MD, PhD"
21,Kb Metadata > Source,Document Type,Clinical teaching material
21,Kb Metadata > Source,Target Setting,Low- and middle-income countries
21,Kb Metadata > Source,Population,Children under 5 years
21,Definitions And Classification > Acute Diarrhea,Definition,Three or more loose or watery stools in 24 hours
21,Definitions And Classification > Dysentery,Definition,Diarrhea with visible blood and mucus
21,Definitions And Classification > Dysentery,Implication,Invasive or cytotoxic pathogens
21,Definitions And Classification > Persistent Diarrhea,Definition,Diarrhea lasting more than 14 days
21,Definitions And Classification > Persistent Diarrhea,Risk,High mortality and malnutrition
21,Definitions And Classification > Pathophysiologic Types > Watery,Mechanism,Enterotoxin-induced hypersecretion without mucosal damage
21,Definitions And Classification > Pathophysiologic Types > Inflammatory,Mechanism,Mucosal invasion or cytotoxic injury
21,Definitions And Classification > Pathophysiologic Types > Inflammatory,Stool Features 1,Mucus
21,Definitions And Classification > Pathophysiologic Types > Inflammatory,Stool Features 2,Leukocytes
21,Definitions And Classification > Pathophysiologic Types > Inflammatory,Stool Features 3,Sometimes blood
21,Definitions And Classification > Pathophysiologic Types > Dysenteric,Mechanism,Severe mucosal damage
21,Definitions And Classification > Pathophysiologic Types > Dysenteric,Stool Features 1,Always blood
21,Definitions And Classification > Pathophysiologic Types > Dysenteric,Stool Features 2,Mucus
21,Etiology And Relative Frequency > Most Common Agents Percent,Rotavirus,20
21,Etiology And Relative Frequency > Most Common Agents Percent,Escherichia Coli,11
21,Etiology And Relative Frequency > Most Common Agents Percent,Campylobacter,7
21,Etiology And Relative Frequency > Most Common Agents Percent,Shigella,5
21,Etiology And Relative Frequency > Seasonality,Bacterial And Parasitic,Peak during summer or dry seasons
21,Bacterial Pathogens > Escherichia Coli,General,Colonizes infant gut within hours of birth; most strains harmless
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Etec,Presentation,Acute watery secretory diarrhea
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Epec,Presentation,Watery diarrhea
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Epec,High Risk Age,"<2 years, especially <6 months"
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Eiec,Presentation,Bloody mucoid diarrhea with fever
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Ehec,Presentation,Bloody diarrhea
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Ehec > Complication,Hemolytic Uremic Syndrome Percent,6–8
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Eagg Ec,Presentation,Watery or persistent diarrhea
21,Bacterial Pathogens > Escherichia Coli > Diarrheagenic Types > Eagg Ec,Special Population,HIV-infected children
21,Bacterial Pathogens > Shigella,Annual Dysenteric Cases,160000000
21,Bacterial Pathogens > Shigella,Most Affected,Toddlers and older children
21,Bacterial Pathogens > Shigella > Subgroups,S Flexneri,"Most common in developing countries, persistent illness"
21,Bacterial Pathogens > Shigella > Subgroups,S Sonnei,"Milder disease, common in developed countries"
21,Bacterial Pathogens > Shigella > Subgroups > S Dysenteriae Type 1,Severity,Very severe epidemics
21,Bacterial Pathogens > Shigella > Subgroups > S Dysenteriae Type 1,Case Fatality Percent,Up to 10
21,Bacterial Pathogens > Campylobacter,Presentation 1,Watery diarrhea
21,Bacterial Pathogens > Campylobacter,Presentation 2,Sometimes dysentery
21,Bacterial Pathogens > Campylobacter,Peak Age,<2 years
21,Bacterial Pathogens > Campylobacter,Risk Factors 1,Presence of animals in cooking area
21,Bacterial Pathogens > Campylobacter,Risk Factors 2,Poultry exposure
21,Bacterial Pathogens > Campylobacter,Complication,Rare Guillain–Barré syndrome
21,Bacterial Pathogens > Vibrio Cholerae,Key Serogroups 1,O1
21,Bacterial Pathogens > Vibrio Cholerae,Key Serogroups 2,O139
21,Bacterial Pathogens > Vibrio Cholerae,Hallmark,Massive fluid loss
21,Bacterial Pathogens > Vibrio Cholerae,Death Without Treatment,Within 12–18 hours
21,Bacterial Pathogens > Vibrio Cholerae,Stool Description,"Watery, colorless, mucus flecks"
21,Bacterial Pathogens > Vibrio Cholerae,Special Risks 1,Hypoglycemia
21,Bacterial Pathogens > Vibrio Cholerae,Special Risks 2,Electrolyte imbalance
21,Bacterial Pathogens > Salmonella,Reservoir,Animals
21,Bacterial Pathogens > Salmonella,Common Features 1,Fever
21,Bacterial Pathogens > Salmonella,Common Features 2,Vomiting
21,Bacterial Pathogens > Salmonella,Common Features 3,Watery diarrhea
21,Bacterial Pathogens > Salmonella,Bacteremia Percent,1–5
21,Bacterial Pathogens > Salmonella > Typhoid Fever,Annual Cases,21000000
21,Bacterial Pathogens > Salmonella > Typhoid Fever,Annual Deaths,600000
21,Bacterial Pathogens > Salmonella > Typhoid Fever,Complications 1,Intestinal perforation
21,Bacterial Pathogens > Salmonella > Typhoid Fever,Complications 2,Hemorrhage
21,Bacterial Pathogens > Salmonella > Typhoid Fever,Complications 3,Shock
21,Bacterial Pathogens > Salmonella > Typhoid Fever,Complications 4,Meningitis
21,Viral Pathogens > Rotavirus,Global Deaths Per Year,500000
21,Viral Pathogens > Rotavirus,Hospitalization Share Percent,33
21,Viral Pathogens > Rotavirus,Peak Age Months,4–23
21,Viral Pathogens > Rotavirus,Immunity,Repeated infections confer increasing protection
21,Parasitic Pathogens > Giardia Lamblia,Prevalence Percent Developing Regions,20–30
21,Parasitic Pathogens > Giardia Lamblia,Features 1,Often asymptomatic
21,Parasitic Pathogens > Giardia Lamblia,Features 2,Chronic infection causes malabsorption
21,Parasitic Pathogens > Giardia Lamblia,Nutrient Losses 1,Lipids
21,Parasitic Pathogens > Giardia Lamblia,Nutrient Losses 2,Lactose
21,Parasitic Pathogens > Giardia Lamblia,Nutrient Losses 3,Vitamin A
21,Parasitic Pathogens > Giardia Lamblia,Nutrient Losses 4,Vitamin B12
21,Parasitic Pathogens > Entamoeba Histolytica,Asymptomatic Carriers Percent,90
21,Parasitic Pathogens > Entamoeba Histolytica,Acute Features 1,Bloody diarrhea
21,Parasitic Pathogens > Entamoeba Histolytica,Acute Features 2,Abdominal pain
21,Parasitic Pathogens > Entamoeba Histolytica,Acute Features 3,Asthenia
21,Parasitic Pathogens > Entamoeba Histolytica,Complications 1,Liver abscess
21,Parasitic Pathogens > Entamoeba Histolytica,Complications 2,Rare cerebral abscess
21,Transmission,Primary Route,Fecal–oral
21,Transmission,Modes 1,Direct person-to-person
21,Transmission,Modes 2,Contaminated food
21,Transmission,Modes 3,Contaminated water
21,Transmission,Modes 4,Flies as mechanical vectors
21,Clinical Features > Viral Diarrhea,Features 1,Vomiting
21,Clinical Features > Viral Diarrhea,Features 2,Watery stools
21,Clinical Features > Viral Diarrhea,Features 3,Short duration (2–4 days)
21,Clinical Features > Viral Diarrhea,Main Threat,Dehydration
21,Clinical Features > Bacterial Diarrhea,Features 1,Fever
21,Clinical Features > Bacterial Diarrhea,Features 2,Bloody stools if invasive
21,Diagnosis,Core Methods 1,Clinical history
21,Diagnosis,Core Methods 2,Microscopic stool examination
21,Diagnosis > Special Tests,Widal Test,Typhoid exclusion
21,Diagnosis > Special Tests > Stool Findings > Entamoeba,Cysts,Formed stool
21,Diagnosis > Special Tests > Stool Findings > Entamoeba,Trophozoites,Diarrhoeic stool
21,Dehydration Assessment,Categories 1,No dehydration
21,Dehydration Assessment,Categories 2,Some dehydration
21,Dehydration Assessment,Categories 3,Severe dehydration
21,Dehydration Assessment,Severe Signs 1,Lethargy or unconsciousness
21,Dehydration Assessment,Severe Signs 2,Sunken eyes
21,Dehydration Assessment,Severe Signs 3,Very slow skin pinch
21,Dehydration Assessment,Severe Signs 4,Poor drinking
21,Management > Rehydration > Severe,Route,Intravenous
21,Management > Rehydration > Severe,Fluid,Ringer’s lactate or normal saline
21,Management > Rehydration > Severe,Dose,"30 ml/kg first hour, then 70 ml/kg over 3–5 hours"
21,Management > Rehydration > Mild To Moderate,Route,Oral or nasogastric
21,Management > Rehydration > Mild To Moderate,Ors Dose,75 ml/kg over 4 hours
21,Management > Home Made Ors,Recipe 1,1 liter clean water
21,Management > Home Made Ors,Recipe 2,1 level teaspoon salt
21,Management > Home Made Ors,Recipe 3,8 level teaspoons sugar
21,Management > Feeding,Recommendation,Continue breastfeeding and age-appropriate feeding
21,Antimicrobial Therapy,General Rule,Not routinely recommended
21,Antimicrobial Therapy,Indications 1,Cholera
21,Antimicrobial Therapy,Indications 2,Dysentery
21,Antimicrobial Therapy,Indications 3,Severe bacterial infection
21,Antimicrobial Therapy,Indications 4,Immunocompromised child
21,Antimicrobial Therapy > Examples,Shigella 1,Ciprofloxacin
21,Antimicrobial Therapy > Examples,Shigella 2,TMP/SMX
21,Antimicrobial Therapy > Examples,Cholera 1,Doxycycline (>8 years)
21,Antimicrobial Therapy > Examples,Cholera 2,TMP/SMX
21,Antimicrobial Therapy > Examples,Giardia 1,Metronidazole
21,Micronutrient Supplementation > Zinc,Benefits 1,Shorter duration
21,Micronutrient Supplementation > Zinc,Benefits 2,Reduced severity
21,Micronutrient Supplementation > Zinc,Benefits 3,Reduced mortality in persistent diarrhea (up to 75%)
21,Micronutrient Supplementation > Vitamin A,Evidence,Inconsistent benefit for acute diarrhea
21,Prevention,Food Safety 1,Proper cooking
21,Prevention,Food Safety 2,Safe storage
21,Prevention,Food Safety 3,Reheating cooked food
21,Prevention > Water And Sanitation,Sanitation Improvement Reduction Percent,22–36
21,Prevention > Water And Sanitation,Population Without Improved Sanitation 2008 Percent,48
21,Prevention > Water And Sanitation,Open Defecation Percent Developing Countries,21
21,Prevention > Handwashing,Diarrhea Risk Reduction Percent,47
21,Prevention > Handwashing,Critical Times 1,After defecation
21,Prevention > Handwashing,Critical Times 2,After cleaning child
21,Prevention > Handwashing,Critical Times 3,Before food preparation
21,Prevention > Handwashing,Critical Times 4,Before feeding children
21,Epidemiology Summary,Episodes Per Child Per Year,3
21,Epidemiology Summary,Highest Mortality Age,<1 year
21,Epidemiology Summary > Trend,Mortality,Decreasing
21,Epidemiology Summary > Trend,Morbidity,Stable
21,Chatbot Intents,Education 1,what_is_paediatric_diarrhea
21,Chatbot Intents,Education 2,types_of_diarrhea
21,Chatbot Intents,Risk Assessment 1,signs_of_dehydration
21,Chatbot Intents,Risk Assessment 2,when_is_diarrhea_dangerous
21,Chatbot Intents,Treatment 1,how_to_prepare_ors
21,Chatbot Intents,Treatment 2,when_are_antibiotics_needed
21,Chatbot Intents,Prevention 1,how_to_prevent_diarrhea_in_children
21,Chatbot Intents,Prevention 2,importance_of_handwashing_and_sanitation
22,Kb Metadata,Domain,public_health_epidemiology
22,Kb Metadata,Topic,diarrheal_disease_burden_india
22,Kb Metadata > Source,Journal,BMC Public Health
22,Kb Metadata > Source,Year,2022
22,Kb Metadata > Source,Doi,10.1186/s12889-022-12515-3
22,Kb Metadata > Source,Authors 1,Deepak Kumar Behera
22,Kb Metadata > Source,Authors 2,Sanghamitra Mishra
22,Kb Metadata > Source,Data Source,Global Burden of Disease Study 2019 (IHME)
22,Kb Metadata > Source,Study Period,1990–2019
22,Kb Metadata > Source,Geographic Focus,India
22,Study Design,Type,Secondary data analysis
22,Study Design,Dataset,GBD 2019
22,Study Design > Coverage,Countries,204
22,Study Design > Coverage,Diseases,369
22,Study Design > Coverage,Risk Factors,87
22,Study Design,Etiologies Analyzed,13
22,Study Design,Risk Factors Analyzed,20
22,Study Design,Stratification 1,Age group
22,Study Design,Stratification 2,Sex
22,Study Design,Stratification 3,Year
22,Case Definition,Icd10 Categories 1,Infective neonatal diarrhea
22,Case Definition,Icd10 Categories 2,Non-infective neonatal diarrhea
22,Case Definition,Icd10 Categories 3,Functional diarrhea
22,Case Definition,Icd10 Categories 4,Unspecified diarrhea
22,Case Definition,Icd10 Categories 5,IBS with diarrhea
22,Mortality Burden 2019 > All Ages,Deaths,632344.7
22,Mortality Burden 2019 > All Ages,Uncertainty Interval 1,358561
22,Mortality Burden 2019 > All Ages,Uncertainty Interval 2,1056036
22,Mortality Burden 2019 > All Ages,Mortality Rate Per 100K,45.46
22,Mortality Burden 2019 > All Ages,Ui Rate 1,25.78
22,Mortality Burden 2019 > All Ages,Ui Rate 2,75.93
22,Mortality Burden 2019 > Under 5,Deaths,55309.61
22,Mortality Burden 2019 > Under 5,Uncertainty Interval 1,39882.77
22,Mortality Burden 2019 > Under 5,Uncertainty Interval 2,73621.29
22,Mortality Burden 2019 > Under 5,Mortality Rate Per 100K,47.24
22,Mortality Burden 2019 > Under 5,Ui Rate 1,34.06
22,Mortality Burden 2019 > Under 5,Ui Rate 2,62.88
22,Age Specific Mortality 2019 > 5 14 Years,Mortality Rate,6.31
22,Age Specific Mortality 2019 > 15 49 Years,Mortality Rate,6.65
22,Age Specific Mortality 2019 > 50 69 Years,Mortality Rate,62.76
22,Age Specific Mortality 2019 > 70 Plus Years,Mortality Rate,682.21
22,Age Specific Mortality 2019 > 70 Plus Years,Highest Risk Group,True
22,Sex Differences,Pattern,Females have higher diarrhea mortality than males across all age groups
22,Sex Differences > Under 5,Male Mortality Rate,36.53
22,Sex Differences > Under 5,Female Mortality Rate,59.01
22,Sex Differences > 70 Plus,Male Mortality Rate,495.2
22,Sex Differences > 70 Plus,Female Mortality Rate,846.84
22,Time Trends Mortality > All Ages,1990 Rate,126
22,Time Trends Mortality > All Ages,2019 Rate,45
22,Time Trends Mortality > Under 5,1990 Rate,309
22,Time Trends Mortality > Under 5,2019 Rate,47
22,Time Trends Mortality,Interpretation,"Strong decline in mortality across all ages, but diarrhea remains a major cause of death"
22,Dalys Burden > All Ages 2019,Rate Per 100K,1446
22,Dalys Burden > Under 5 2019,Rate Per 100K,4283
22,Dalys Burden > Trend,1990 To 2019,"DALYs declined substantially, but remain high in children under 5 and adults over 70"
22,Etiology Of Deaths 2019 > Under 5 Top Pathogens 1,Pathogen,Adenovirus
22,Etiology Of Deaths 2019 > Under 5 Top Pathogens 1,Deaths,8864.36
22,Etiology Of Deaths 2019 > Under 5 Top Pathogens 2,Pathogen,Campylobacter
22,Etiology Of Deaths 2019 > Under 5 Top Pathogens 2,Deaths,8435.41
22,Etiology Of Deaths 2019 > Under 5 Top Pathogens 3,Pathogen,Cryptosporidium
22,Etiology Of Deaths 2019 > Under 5 Top Pathogens 3,Deaths,5074.18
22,Etiology Of Deaths 2019 > All Ages Top Pathogens 1,Pathogen,Campylobacter
22,Etiology Of Deaths 2019 > All Ages Top Pathogens 1,Deaths,44353.98
22,Etiology Of Deaths 2019 > All Ages Top Pathogens 2,Pathogen,Cryptosporidium
22,Etiology Of Deaths 2019 > All Ages Top Pathogens 2,Deaths,36007.17
22,Etiology Of Deaths 2019 > All Ages Top Pathogens 3,Pathogen,Norovirus
22,Etiology Of Deaths 2019 > All Ages Top Pathogens 3,Deaths,29924.36
22,Etiology Of Deaths 2019,Important Note,Rotavirus is not the leading cause of death in India despite global trends
22,Risk Factors Under 5 > Environmental > Unsafe Water Sanitation Handwashing,Mortality Rate,43.36
22,Risk Factors Under 5 > Environmental > Unsafe Water Source,Mortality Rate,38.6
22,Risk Factors Under 5 > Environmental > Unsafe Sanitation,Mortality Rate,22.36
22,Risk Factors Under 5 > Behavioral > Child And Maternal Malnutrition,Mortality Rate,44.36
22,Risk Factors Under 5 > Behavioral > Child Wasting,Mortality Rate,35.46
22,Risk Factors Under 5 > Behavioral > Suboptimal Breastfeeding,Mortality Rate,8.78
22,Risk Factors Under 5 > Behavioral > Low Birth Weight,Mortality Rate,6.91
22,Risk Factors Under 5 > Behavioral > Vitamin A Deficiency,Mortality Rate,1.02
22,Risk Factors All Ages,Dominant Risk,Unsafe water sources
22,Risk Factors All Ages,Environmental Mortality Rate,41.31
22,Key Interpretations,Mortality Decline Reason 1,Improved case management
22,Key Interpretations,Mortality Decline Reason 2,Better access to treatment
22,Key Interpretations,Mortality Decline Reason 3,Public health interventions
22,Key Interpretations,Persistent Challenges 1,Unsafe water and sanitation
22,Key Interpretations,Persistent Challenges 2,Child malnutrition
22,Key Interpretations,Persistent Challenges 3,Inequities in access to care
22,Policy Recommendations,Priority Interventions 1,Universal access to safe drinking water
22,Policy Recommendations,Priority Interventions 2,Improved household sanitation
